Type,File,Line,CLJ,CQL,CNL,CLJ_Code,CQL_Column,CQL_Code,CNL_Column,CNL_Code
conditional,CFString.h,880,+,-,-,(character >= 0xD800UL) && (character <= 0xDBFFUL) ? true : false,,,,
conditional,CFString.h,884,+,-,-,(character >= 0xDC00UL) && (character <= 0xDFFFUL) ? true : false,,,,
conditional,_ctype.h,50,+,-,-,"isascii(_c) ? (_DefaultRuneLocale.__runetype[_c] & _f) : __maskrune_l(_c, _f, _l)",,,,
conditional,_ctype.h,78,+,-,-,(_x & _CTYPE_R) != 0 ? 1 : -1,,,,
conditional,_ctype.h,158,+,-,-,"isascii(_c) ? !!(_DefaultRuneLocale.__runetype[_c] & _f) : !!__maskrune(_c, _f)",,,,
conditional,_ctype.h,203,+,-,-,(_x & _CTYPE_R) != 0 ? 1 : -1,,,,
conditional,abspath.c,220,+,+,+,die_on_error ? REALPATH_DIE_ON_ERROR : 0,6.0,				 die_on_error ? REALPATH_DIE_ON_ERROR : 0);,5.0,die_on_error ? REALPATH_DIE_ON_ERROR : 0
conditional,abspath.c,231,+,+,+,die_on_error ? REALPATH_DIE_ON_ERROR : 0,8.0,				 ((die_on_error ? REALPATH_DIE_ON_ERROR : 0) |,7.0,die_on_error ? REALPATH_DIE_ON_ERROR : 0
conditional,abspath.c,270,+,+,+,pfx ? strlen(pfx) : 0,19.0,	size_t pfx_len = pfx ? strlen(pfx) : 0;,18.0,pfx ? strlen ( pfx ) : 0
conditional,add-interactive.c,69,+,+,+,"s->use_color ? GIT_COLOR_RESET : """"",3.0,"		s->use_color ? GIT_COLOR_RESET : """", COLOR_MAXLEN);",2.0,"s -> use_color ? GIT_COLOR_RESET : """""
conditional,add-interactive.c,246,+,+,+,selected ? selected[i] : 0,23.0,"		opts->print_item(i, selected ? selected[i] : 0, list->items + i,",22.0,selected ? selected [ i ] : 0
conditional,add-interactive.c,291,+,+,+,singleton ? LIST_AND_CHOOSE_ERROR : 0,16.0,	ssize_t res = singleton ? LIST_AND_CHOOSE_ERROR : 0;,15.0,singleton ? LIST_AND_CHOOSE_ERROR : 0
conditional,add-interactive.c,311,+,+,+,"singleton ? ""> "" : "">> """,9.0,"		fputs(singleton ? ""> "" : "">> "", stdout);",8.0,"singleton ? ""> "" : "">> """
conditional,add-interactive.c,402,+,+,+,choose ? +1 : -1,13.0,					res += choose ? +1 : -1;,12.0,choose ? + 1 : - 1
conditional,add-interactive.c,450,-,+,+,,26.0,"	return strcmp(e1->name, name ? (const char *)name : e2->name);",25.0,name ? ( const char * ) name : e2 -> name
conditional,add-interactive.c,500,+,+,+,s->mode == FROM_INDEX ? &file_item->index : &file_item->worktree,12.0,"		adddel = s->mode == FROM_INDEX ?
			&file_item->index : &file_item->worktree;",11.0,s -> mode == FROM_INDEX ? & file_item -> index : & file_item -> worktree
conditional,add-interactive.c,502,+,+,+,s->mode == FROM_INDEX ? &file_item->worktree : &file_item->index,18.0,"		other_adddel = s->mode == FROM_INDEX ?
			&file_item->worktree : &file_item->index;",17.0,s -> mode == FROM_INDEX ? & file_item -> worktree : & file_item -> index
conditional,add-interactive.c,554,+,+,+,(i == 0) ? FROM_INDEX : FROM_WORKTREE,13.0,			s.mode = (i == 0) ? FROM_INDEX : FROM_WORKTREE;,12.0,( i == 0 ) ? FROM_INDEX : FROM_WORKTREE
conditional,add-interactive.c,556,+,+,+,(i == 0) ? FROM_WORKTREE : FROM_INDEX,13.0,			s.mode = (i == 0) ? FROM_WORKTREE : FROM_INDEX;,12.0,( i == 0 ) ? FROM_WORKTREE : FROM_INDEX
conditional,add-interactive.c,559,+,+,+,is_initial ? empty_tree_oid_hex() : oid_to_hex(&head_oid),13.0,"		opt.def = is_initial ?
			empty_tree_oid_hex() : oid_to_hex(&head_oid);",12.0,is_initial ? empty_tree_oid_hex ( ) : oid_to_hex ( & head_oid )
conditional,add-interactive.c,650,+,+,+,selected ? '*' : ' ',23.0,"		printf(""%c%2d: %s"", selected ? '*' : ' ', i + 1,",22.0,selected ? '*' : ' '
conditional,add-interactive.c,651,+,+,+,highlighted ? highlighted : item->string,10.0,		       highlighted ? highlighted : item->string);,9.0,highlighted ? highlighted : item -> string
conditional,add-interactive.c,659,+,+,+,highlighted ? highlighted : item->string,7.0,		    highlighted ? highlighted : item->string);,6.0,highlighted ? highlighted : item -> string
conditional,add-interactive.c,661,+,+,+,selected ? '*' : ' ',22.0,"	printf(""%c%2d: %s"", selected ? '*' : ' ', i + 1, d->buf.buf);",21.0,selected ? '*' : ' '
conditional,add-interactive.c,1016,+,+,+,!is_initial ? &oid : s->r->hash_algo->empty_tree,20.0,"			     oid_to_hex(!is_initial ? &oid :
					s->r->hash_algo->empty_tree),",19.0,! is_initial ? & oid : s -> r -> hash_algo -> empty_tree
conditional,add-patch.c,332,+,+,+,*p == pend + 1 ? -1 : 0,9.0,	return *p == pend + 1 ? -1 : 0;,8.0,* p == pend + 1 ? - 1 : 0
conditional,add-patch.c,421,+,+,+,"!strcmp(""HEAD"", s->revision) && repo_get_oid(the_repository, ""HEAD"", &oid) ? empty_tree_oid_hex() : s->revision",8.0,"			    !strcmp(""HEAD"", s->revision) &&
			    repo_get_oid(the_repository, ""HEAD"", &oid) ?
			    empty_tree_oid_hex() : s->revision);",7.0,"! strcmp ( ""HEAD"" , s -> revision ) && repo_get_oid ( the_repository , ""HEAD"" , & oid ) ? empty_tree_oid_hex ( ) : s -> revision"
conditional,add-patch.c,593,+,+,+,eol == pend ? pend : eol + 1,7.0,		p = eol == pend ? pend : eol + 1;,6.0,eol == pend ? pend : eol + 1
conditional,add-patch.c,983,+,+,+,marker ? marker : ' ',10.0,				ch = marker ? marker : ' ';,9.0,marker ? marker : ' '
conditional,add-patch.c,1088,+,+,+,plain[current] == '-' ? s->s.file_old_color : plain[current] == '+' ? s->s.file_new_color : s->s.context_color,10.0,"			      plain[current] == '-' ?
			      s->s.file_old_color :
			      plain[current] == '+' ?
			      s->s.file_new_color :
			      s->s.context_color);",9.0,plain [ current ] == '-' ? s -> s . file_old_color : plain [ current ] == '+' ? s -> s . file_new_color : s -> s . context_color
conditional,add-patch.c,1090,+,+,+,plain[current] == '+' ? s->s.file_new_color : s->s.context_color,10.0,"			      plain[current] == '+' ?
			      s->s.file_new_color :
			      s->s.context_color);",9.0,plain [ current ] == '+' ? s -> s . file_new_color : s -> s . context_color
conditional,add-patch.c,1117,+,+,+,s->mode->is_reverse ? '+' : '-',10.0,"			      s->mode->is_reverse ? '+' : '-',",9.0,s -> mode -> is_reverse ? '+' : '-'
conditional,add-patch.c,1118,+,+,+,s->mode->is_reverse ? '-' : '+',10.0,"			      s->mode->is_reverse ? '-' : '+',",9.0,s -> mode -> is_reverse ? '-' : '+'
conditional,add-patch.c,1214,+,+,+,"res == EOF ? """" : s->answer.buf",18.0,"		printf(""%s\n"", res == EOF ? """" : s->answer.buf);",17.0,"res == EOF ? """" : s -> answer . buf"
conditional,add-patch.c,1285,+,+,+,"is_reverse ? ""-R"" : NULL",24.0,"	const char *reverse = is_reverse ? ""-R"" : NULL;",23.0,"is_reverse ? ""-R"" : NULL"
conditional,add-patch.c,1286,+,-,-,"is_reverse ? ""-R"" : NULL",,,,
conditional,add-patch.c,1371,+,+,+,hunk->use == USE_HUNK ? '+' : hunk->use == SKIP_HUNK ? '-' : ' ',35.0,"		strbuf_addf(&s->buf, ""%c%2d: "", hunk->use == USE_HUNK ? '+'
			    : hunk->use == SKIP_HUNK ? '-' : ' ',",34.0,hunk -> use == USE_HUNK ? '+' : hunk -> use == SKIP_HUNK ? '-' : ' '
conditional,add-patch.c,1372,+,+,+,hunk->use == SKIP_HUNK ? '-' : ' ',10.0,"			    : hunk->use == SKIP_HUNK ? '-' : ' ',",9.0,hunk -> use == SKIP_HUNK ? '-' : ' '
conditional,add-patch.c,1373,+,-,-,hunk->use == SKIP_HUNK ? '-' : ' ',,,,
conditional,add-patch.c,1423,+,+,+,file_diff->hunk_nr ? file_diff->hunk + hunk_index : &file_diff->head,10.0,"		hunk = file_diff->hunk_nr
				? file_diff->hunk + hunk_index
				: &file_diff->head;",9.0,file_diff -> hunk_nr ? file_diff -> hunk + hunk_index : & file_diff -> head
conditional,add-patch.c,1424,+,-,-,file_diff->hunk_nr ? file_diff->hunk + hunk_index : &file_diff->head,,,,
conditional,add-patch.c,1499,-,+,+,,22.0,"			      (uintmax_t)(file_diff->hunk_nr
						? file_diff->hunk_nr
						: 1));",21.0,file_diff -> hunk_nr ? file_diff -> hunk_nr : 1
conditional,add-patch.c,1516,+,+,+,undecided_next < 0 ? file_diff->hunk_nr : undecided_next,17.0,"			hunk_index = undecided_next < 0 ?
				file_diff->hunk_nr : undecided_next;",16.0,undecided_next < 0 ? file_diff -> hunk_nr : undecided_next
conditional,add-patch.c,1523,+,-,-,undecided_next < 0 ? file_diff->hunk_nr : undecided_next,,,,
conditional,add-patch.c,1580,+,+,+,"i < file_diff->hunk_nr ? _(""go to which hunk (<ret> to see more)? "") : _(""go to which hunk? "")",18.0,"				printf(""%s"", i < file_diff->hunk_nr ?
				       _(""go to which hunk (<ret> to see ""
					 ""more)? "") : _(""go to which hunk? ""));",17.0,"i < file_diff -> hunk_nr ? _ ( ""go to which hunk (<ret> to see "" ""more)? "" ) : _ ( ""go to which hunk? "" )"
conditional,add-patch.c,1587,+,-,-,"i < file_diff->hunk_nr ? _(""go to which hunk (<ret> to see more)? "") : _(""go to which hunk? "")",,,,
conditional,add.c,58,+,+,+,S_ISREG(ce->ce_mode) ? 0 : -1,10.0,			err = S_ISREG(ce->ce_mode) ? 0 : -1;,9.0,S_ISREG ( ce -> ce_mode ) ? 0 : - 1
conditional,add.c,119,+,+,+,verbose ? REFRESH_IN_PORCELAIN : REFRESH_QUIET,8.0,		    (verbose ? REFRESH_IN_PORCELAIN : REFRESH_QUIET);,7.0,verbose ? REFRESH_IN_PORCELAIN : REFRESH_QUIET
conditional,add.c,237,+,+,+,!unset ? 0 : 1,23.0,	*(int *)opt->value = !unset ? 0 : 1;,22.0,! unset ? 0 : 1
conditional,add.c,454,+,+,+,verbose ? ADD_CACHE_VERBOSE : 0,12.0,	flags = ((verbose ? ADD_CACHE_VERBOSE : 0) |,11.0,verbose ? ADD_CACHE_VERBOSE : 0
conditional,add.c,455,+,+,+,show_only ? ADD_CACHE_PRETEND : 0,5.0,		 (show_only ? ADD_CACHE_PRETEND : 0) |,4.0,show_only ? ADD_CACHE_PRETEND : 0
conditional,add.c,456,+,+,+,intent_to_add ? ADD_CACHE_INTENT : 0,5.0,		 (intent_to_add ? ADD_CACHE_INTENT : 0) |,4.0,intent_to_add ? ADD_CACHE_INTENT : 0
conditional,add.c,457,+,+,+,ignore_add_errors ? ADD_CACHE_IGNORE_ERRORS : 0,5.0,		 (ignore_add_errors ? ADD_CACHE_IGNORE_ERRORS : 0) |,4.0,ignore_add_errors ? ADD_CACHE_IGNORE_ERRORS : 0
conditional,add.c,458,+,+,+,!(addremove || take_worktree_changes) ? ADD_CACHE_IGNORE_REMOVAL : 0,5.0,"		 (!(addremove || take_worktree_changes)
		  ? ADD_CACHE_IGNORE_REMOVAL : 0));",4.0,! ( addremove || take_worktree_changes ) ? ADD_CACHE_IGNORE_REMOVAL : 0
conditional,advice.c,111,+,+,+,"(np == cp) ? """" : "" """,4.0,"			(np == cp) ? """" : "" "",",3.0,"( np == cp ) ? """" : "" """
conditional,advice.c,183,+,+,+,"git_config_bool(var, value) ? ADVICE_LEVEL_ENABLED : ADVICE_LEVEL_DISABLED",29.0,"		advice_setting[i].level = git_config_bool(var, value)
					  ? ADVICE_LEVEL_ENABLED
					  : ADVICE_LEVEL_DISABLED;",28.0,"git_config_bool ( var , value ) ? ADVICE_LEVEL_ENABLED : ADVICE_LEVEL_DISABLED"
conditional,am.c,176,+,+,+,"gpgsign ? """" : NULL",24.0,"		state->sign_commit = gpgsign ? """" : NULL;",23.0,"gpgsign ? """" : NULL"
conditional,am.c,247,+,+,+,"value ? ""t"" : ""f""",32.0,"	write_state_text(state, name, value ? ""t"" : ""f"");",31.0,"value ? ""t"" : ""f"""
conditional,am.c,326,-,+,-,,2.0,	assert(!state->author_name);,,
conditional,am.c,327,-,+,-,,2.0,	assert(!state->author_email);,,
conditional,am.c,328,-,+,-,,2.0,	assert(!state->author_date);,,
conditional,am.c,370,-,+,-,,2.0,	assert(!state->msg);,,
conditional,am.c,429,+,+,+,"strcmp(sb.buf, ""t"") ? RERERE_NOAUTOUPDATE : RERERE_AUTOUPDATE",36.0,"		state->allow_rerere_autoupdate = strcmp(sb.buf, ""t"") ?
			RERERE_NOAUTOUPDATE : RERERE_AUTOUPDATE;",35.0,"strcmp ( sb . buf , ""t"" ) ? RERERE_NOAUTOUPDATE : RERERE_AUTOUPDATE"
conditional,am.c,490,-,+,-,,2.0,	assert(state->msg);,,
conditional,am.c,533,-,+,-,,2.0,	assert(state->rebasing);,,
conditional,am.c,724,+,+,+,ret ? -1 : 0,9.0,	return ret ? -1 : 0;,8.0,ret ? - 1 : 0
conditional,am.c,1160,-,+,+,,25.0,"		const char *cmdline = state->interactive ? ""git am -i"" : ""git am"";",24.0,"state -> interactive ? ""git am -i"" : ""git am"""
conditional,am.c,1300,-,+,-,,2.0,	assert(!state->author_name);,,
conditional,am.c,1303,-,+,-,,2.0,	assert(!state->author_email);,,
conditional,am.c,1306,-,+,-,,2.0,	assert(!state->author_date);,,
conditional,am.c,1309,-,+,-,,2.0,	assert(!state->msg);,,
conditional,am.c,1363,-,+,-,,2.0,	assert(!state->author_name);,,
conditional,am.c,1370,-,+,-,,2.0,	assert(!state->author_email);,,
conditional,am.c,1377,-,+,-,,2.0,	assert(!state->author_date);,,
conditional,am.c,1380,-,+,-,,2.0,	assert(!state->msg);,,
conditional,am.c,1683,+,+,+,state->ignore_date ? NULL : state->author_date,4.0,"			state->ignore_date ? NULL : state->author_date,",3.0,state -> ignore_date ? NULL : state -> author_date
conditional,am.c,1690,+,+,+,state->ignore_date ? NULL : state->author_date,11.0,"				      state->ignore_date ? NULL
							 : state->author_date,",10.0,state -> ignore_date ? NULL : state -> author_date
conditional,am.c,1713,-,+,-,,3.0,		assert(!is_null_oid(&state->orig_commit));,,
conditional,am.c,1748,-,+,-,,2.0,	assert(state->msg);,,
conditional,am.c,1920,-,+,-,,3.0,		assert(state->rebasing);,,
conditional,am.c,2005,+,+,+,reset ? UNPACK_RESET_PROTECT_UNTRACKED : 0,15.0,	opts.reset = reset ? UNPACK_RESET_PROTECT_UNTRACKED : 0;,14.0,reset ? UNPACK_RESET_PROTECT_UNTRACKED : 0
conditional,am.c,2124,-,+,-,,3.0,		assert(!is_null_oid(&state->orig_commit));,,
conditional,am.c,2201,+,+,+,has_curr_head ? &curr_head : NULL,5.0,"				has_curr_head ? &curr_head : NULL, 0,",4.0,has_curr_head ? & curr_head : NULL
conditional,am.c,2508,+,+,+,resume_mode == RESUME_ALLOW_EMPTY ? 1 : 0,22.0,"		am_resolve(&state, resume_mode == RESUME_ALLOW_EMPTY ? 1 : 0);",21.0,resume_mode == RESUME_ALLOW_EMPTY ? 1 : 0
conditional,anonymously-parsed-code.c,2821,+,-,-,(i == NTREEBINS - 1) ? (SIZE_T_BITSIZE - 1) : (((i) >> 1) + TREEBIN_SHIFT - 2),,,,
conditional,anonymously-parsed-code.c,3711,+,-,-,"(m == gm) ? dlmalloc(b) : mspace_malloc(m, b)",,,,
conditional,apply.c,190,+,+,+,state->apply ? warn_on_ws_error : nowarn_ws_error,29.0,		state->ws_error_action = (state->apply ? warn_on_ws_error : nowarn_ws_error);,28.0,state -> apply ? warn_on_ws_error : nowarn_ws_error
conditional,apply.c,958,+,+,+,"(side == DIFF_NEW_NAME) ? _(""git apply: bad git-diff - inconsistent new filename on line %d"") : _(""git apply: bad git-diff - inconsistent old filename on line %d"")",17.0,"			return error((side == DIFF_NEW_NAME) ?
			    _(""git apply: bad git-diff - inconsistent new filename on line %d"") :
			    _(""git apply: bad git-diff - inconsistent old filename on line %d""), state->linenr);",16.0,"( side == DIFF_NEW_NAME ) ? _ ( ""git apply: bad git-diff - inconsistent new filename on line %d"" ) : _ ( ""git apply: bad git-diff - inconsistent old filename on line %d"" )"
conditional,apply.c,1038,+,+,+,state->p_value ? state->p_value - 1 : 0,55.0,"	patch->old_name = find_name(state->root, line, NULL, state->p_value ? state->p_value - 1 : 0, 0);",54.0,state -> p_value ? state -> p_value - 1 : 0
conditional,apply.c,1048,+,+,+,state->p_value ? state->p_value - 1 : 0,55.0,"	patch->new_name = find_name(state->root, line, NULL, state->p_value ? state->p_value - 1 : 0, 0);",54.0,state -> p_value ? state -> p_value - 1 : 0
conditional,apply.c,1058,+,+,+,state->p_value ? state->p_value - 1 : 0,55.0,"	patch->old_name = find_name(state->root, line, NULL, state->p_value ? state->p_value - 1 : 0, 0);",54.0,state -> p_value ? state -> p_value - 1 : 0
conditional,apply.c,1068,+,+,+,state->p_value ? state->p_value - 1 : 0,55.0,"	patch->new_name = find_name(state->root, line, NULL, state->p_value ? state->p_value - 1 : 0, 0);",54.0,state -> p_value ? state -> p_value - 1 : 0
conditional,apply.c,1151,+,+,+,(llen && line[0] == '/') ? NULL : line,10.0,		return (llen && line[0] == '/') ? NULL : line;,9.0,( llen && line [ 0 ] == '/' ) ? NULL : line
conditional,apply.c,1157,+,+,+,(i == 0) ? NULL : &line[i + 1],11.0,			return (i == 0) ? NULL : &line[i + 1];,10.0,( i == 0 ) ? NULL : & line [ i + 1 ]
conditional,apply.c,2105,+,+,+,exclude ? NULL : (void*)1,13.0,	it->util = exclude ? NULL : (void *) 1;,12.0,exclude ? NULL : ( void * ) 1
conditional,apply.c,2110,+,+,+,p->new_name ? p->new_name : p->old_name,25.0,	const char *pathname = p->new_name ? p->new_name : p->old_name;,24.0,p -> new_name ? p -> new_name : p -> old_name
conditional,apply.c,2251,+,+,+,patch->new_name ? patch->new_name : patch->old_name,13.0,	char *cp = patch->new_name ? patch->new_name : patch->old_name;,12.0,patch -> new_name ? patch -> new_name : patch -> old_name
conditional,apply.c,2282,+,+,+,max + state->max_change > 70 ? 70 - max : state->max_change,8.0,	max = max + state->max_change > 70 ? 70 - max : state->max_change;,7.0,max + state -> max_change > 70 ? 70 - max : state -> max_change
conditional,apply.c,2298,+,+,+,patch->crlf_in_old ? CONV_EOL_KEEP_CRLF : CONV_EOL_RENORMALIZE,19.0,"	int conv_flags = patch->crlf_in_old ?
		CONV_EOL_KEEP_CRLF : CONV_EOL_RENORMALIZE;",18.0,patch -> crlf_in_old ? CONV_EOL_KEEP_CRLF : CONV_EOL_RENORMALIZE
conditional,apply.c,2345,+,+,+,postlen ? fixed_preimage.nr == preimage->nr : fixed_preimage.nr <= preimage->nr,9.0,"	assert(postlen
	       ? fixed_preimage.nr == preimage->nr
	       : fixed_preimage.nr <= preimage->nr);",8.0,postlen ? fixed_preimage . nr == preimage -> nr : fixed_preimage . nr <= preimage -> nr
conditional,apply.c,2407,+,+,+,postlen ? postlen < new_buf - postimage->buf : postimage->len < new_buf - postimage->buf,6.0,"	if (postlen
	    ? postlen < new_buf - postimage->buf
	    : postimage->len < new_buf - postimage->buf)",5.0,postlen ? postlen < new_buf - postimage -> buf : postimage -> len < new_buf - postimage -> buf
conditional,apply.c,2544,+,+,+,match_end ? (current + preimage->len == img->len) : (current + preimage->len <= img->len),8.0,"		if ((match_end
		     ? (current + preimage->len == img->len)
		     : (current + preimage->len <= img->len)) &&",7.0,match_end ? ( current + preimage -> len == img -> len ) : ( current + preimage -> len <= img -> len )
conditional,apply.c,2945,+,+,+,first == ' ' ? LINE_COMMON : 0,12.0,				      (first == ' ' ? LINE_COMMON : 0));,11.0,first == ' ' ? LINE_COMMON : 0
conditional,apply.c,2965,+,+,+,first == '+' ? 0 : LINE_COMMON,12.0,				      (first == '+' ? 0 : LINE_COMMON));,11.0,first == '+' ? 0 : LINE_COMMON
conditional,apply.c,3028,+,+,+,frag->newpos ? (frag->newpos - 1) : 0,8.0,	pos = frag->newpos ? (frag->newpos - 1) : 0;,7.0,frag -> newpos ? ( frag -> newpos - 1 ) : 0
conditional,apply.c,3137,-,+,-,,10.0,"		return error(_(""missing binary patch data for '%s'""),
			     patch->new_name ?
			     patch->new_name :
			     patch->old_name);",,
conditional,apply.c,3138,+,-,+,patch->new_name ? patch->new_name : patch->old_name,,,8.0,patch -> new_name ? patch -> new_name : patch -> old_name
conditional,apply.c,3145,-,+,-,,11.0,"			return error(_(""cannot reverse-apply a binary patch ""
				       ""without the reverse hunk to '%s'""),
				     patch->new_name
				     ? patch->new_name : patch->old_name);",,
conditional,apply.c,3147,+,-,+,patch->new_name ? patch->new_name : patch->old_name,,,9.0,patch -> new_name ? patch -> new_name : patch -> old_name
conditional,apply.c,3180,+,+,+,patch->old_name ? patch->old_name : patch->new_name,21.0,	const char *name = patch->old_name ? patch->old_name : patch->new_name;,20.0,patch -> old_name ? patch -> old_name : patch -> new_name
conditional,apply.c,3260,+,+,+,patch->old_name ? patch->old_name : patch->new_name,21.0,	const char *name = patch->old_name ? patch->old_name : patch->new_name;,20.0,patch -> old_name ? patch -> old_name : patch -> new_name
conditional,apply.c,3755,-,+,-,,2.0,	assert(patch->is_new <= 0);,,
conditional,apply.c,3927,-,+,-,,2.0,	assert(*name_ != '\0');,,
conditional,apply.c,3962,+,+,+,old_name ? old_name : new_name,21.0,	const char *name = old_name ? old_name : new_name;,20.0,old_name ? old_name : new_name
conditional,apply.c,4157,+,+,+,patch->old_name ? patch->old_name : patch->new_name,10.0,		name = patch->old_name ? patch->old_name : patch->new_name;,9.0,patch -> old_name ? patch -> old_name : patch -> new_name
conditional,apply.c,4219,+,+,+,patch->new_name ? patch->new_name : patch->old_name,10.0,		name = patch->new_name ? patch->new_name : patch->old_name;,9.0,patch -> new_name ? patch -> new_name : patch -> old_name
conditional,apply.c,4250,+,+,+,"p->is_rename ? ""rename"" : ""copy""",27.0,"	const char *renamecopy = p->is_rename ? ""rename"" : ""copy"";",26.0,"p -> is_rename ? ""rename"" : ""copy"""
conditional,apply.c,4418,+,+,+,(mode & 0100) ? 0777 : 0666,47.0,"	fd = open(path, O_CREAT | O_EXCL | O_WRONLY, (mode & 0100) ? 0777 : 0666);",46.0,( mode & 0100 ) ? 0777 : 0666
conditional,apply.c,4435,+,+,+,res ? -1 : 0,9.0,	return res ? -1 : 0;,8.0,res ? - 1 : 0
conditional,apply.c,4547,+,+,+,patch->new_mode ? patch->new_mode : (S_IFREG | 0644),9.0,	mode = patch->new_mode ? patch->new_mode : (S_IFREG | 0644);,8.0,patch -> new_mode ? patch -> new_mode : ( S_IFREG | 0644 )
conditional,apply.c,4877,+,+,+,state->apply_with_reject ? -1 : 1,10.0,			res = state->apply_with_reject ? -1 : 1;,9.0,state -> apply_with_reject ? - 1 : 1
conditional,apply.c,5084,+,+,+,res == -1 ? 1 : 128,10.0,	return (res == -1 ? 1 : 128);,9.0,res == - 1 ? 1 : 128
conditional,archive-tar.c,223,+,+,+,S_ISREG(mode) ? (uintmax_t)size : (uintmax_t)0,64.0,"	xsnprintf(header->size, sizeof(header->size), ""%011""PRIoMAX , S_ISREG(mode) ? (uintmax_t)size : (uintmax_t)0);",63.0,S_ISREG ( mode ) ? ( uintmax_t ) size : ( uintmax_t ) 0
conditional,archive-tar.c,275,+,+,+,(mode & 0100) ? 0777 : 0666,19.0,		mode = (mode | ((mode & 0100) ? 0777 : 0666)) & ~tar_umask;,18.0,( mode & 0100 ) ? 0777 : 0666
conditional,archive-zip.c,198,+,+,+,(n < max) ? n : max,9.0,	return (n < max) ? n : max;,8.0,( n < max ) ? n : max
conditional,archive-zip.c,339,+,+,+,S_ISLNK(mode) ? ((mode | 0777) << 16) : (mode & 0111) ? ((mode) << 16) : 0,11.0,"		attr2 = S_ISLNK(mode) ? ((mode | 0777) << 16) :
			(mode & 0111) ? ((mode) << 16) : 0;",10.0,S_ISLNK ( mode ) ? ( ( mode | 0777 ) << 16 ) : ( mode & 0111 ) ? ( ( mode ) << 16 ) : 0
conditional,archive-zip.c,340,+,+,+,(mode & 0111) ? ((mode) << 16) : 0,4.0,			(mode & 0111) ? ((mode) << 16) : 0;,3.0,( mode & 0111 ) ? ( ( mode ) << 16 ) : 0
conditional,archive-zip.c,362,+,+,+,(method == ZIP_METHOD_STORE) ? size : 0,21.0,		compressed_size = (method == ZIP_METHOD_STORE) ? size : 0;,20.0,( method == ZIP_METHOD_STORE ) ? size : 0
conditional,archive-zip.c,593,+,+,+,oid ? the_hash_algo->hexsz : 0,36.0,"	copy_le16(trailer.comment_length, oid ? the_hash_algo->hexsz : 0);",35.0,oid ? the_hash_algo -> hexsz : 0
conditional,archive.c,89,+,+,+,args->convert ? args->commit : NULL,32.0,	const struct commit *commit = args->convert ? args->commit : NULL;,31.0,args -> convert ? args -> commit : NULL
conditional,archive.c,93,+,+,+,args->commit_oid ? args->commit_oid : (args->tree ? &args->tree->object.oid : NULL),11.0,"			       args->commit_oid ? args->commit_oid :
			       (args->tree ? &args->tree->object.oid : NULL), oid);",10.0,args -> commit_oid ? args -> commit_oid : ( args -> tree ? & args -> tree -> object . oid : NULL )
conditional,archive.c,94,+,+,+,args->tree ? &args->tree->object.oid : NULL,12.0,"			       (args->tree ? &args->tree->object.oid : NULL), oid);",11.0,args -> tree ? & args -> tree -> object . oid : NULL
conditional,archive.c,193,+,+,+,S_ISDIR(mode) ? READ_TREE_RECURSIVE : 0,11.0,			return S_ISDIR(mode) ? READ_TREE_RECURSIVE : 0;,10.0,S_ISDIR ( mode ) ? READ_TREE_RECURSIVE : 0
conditional,archive.c,209,+,+,+,S_ISDIR(mode) ? READ_TREE_RECURSIVE : 0,11.0,		return (S_ISDIR(mode) ? READ_TREE_RECURSIVE : 0);,10.0,S_ISDIR ( mode ) ? READ_TREE_RECURSIVE : 0
conditional,archive.c,256,+,+,+,ret ? -1 : 0,9.0,	return ret ? -1 : 0;,8.0,ret ? - 1 : 0
conditional,archive.c,599,+,+,+,"buf.len ? strbuf_detach(&buf, NULL) : xstrndup(arg, p - arg)",10.0,"		path = buf.len ?
			strbuf_detach(&buf, NULL) : xstrndup(arg, p - arg);",9.0,"buf . len ? strbuf_detach ( & buf , NULL ) : xstrndup ( arg , p - arg )"
conditional,attr.c,108,+,+,+,e ? e->value : NULL,9.0,	return e ? e->value : NULL;,8.0,e ? e -> value : NULL
conditional,attr.c,340,+,+,+,(*cp == '-') ? ATTR__FALSE : ATTR__UNSET,15.0,			e->setto = (*cp == '-') ? ATTR__FALSE : ATTR__UNSET;,14.0,( * cp == '-' ) ? ATTR__FALSE : ATTR__UNSET
conditional,attr.c,409,-,+,-,,19.0,"	res = xcalloc(1, st_add3(sizeof(*res),
				 st_mult(sizeof(struct attr_state), num_attr),
				 is_macro ? 0 : namelen + 1));",,
conditional,attr.c,411,+,-,+,is_macro ? 0 : namelen + 1,,,5.0,is_macro ? 0 : namelen + 1
conditional,attr.c,1038,-,+,-,,2.0,	assert((*stack)->origin);,,
conditional,attr.c,1126,+,+,+,"stack->origin ? stack->origin : """"",22.0,"		const char *base = stack->origin ? stack->origin : """";",21.0,"stack -> origin ? stack -> origin : """""
conditional,base85.c,68,+,+,+,(len < 4) ? len : 4,9.0,		cnt = (len < 4) ? len : 4;,8.0,( len < 4 ) ? len : 4
conditional,basics.c,55,+,+,+,"f(0, args) ? 0 : 1",9.0,"	return f(0, args) ? 0 : 1;",8.0,"f ( 0 , args ) ? 0 : 1"
conditional,bisect.c,165,+,+,+,(commit_flags & TREESAME) ? ' ' : 'T',4.0,"			(commit_flags & TREESAME) ? ' ' : 'T',",3.0,( commit_flags & TREESAME ) ? ' ' : 'T'
