Type,File,Line,CLJ,CQL,CNL,CLJ_Code,CQL_Column,CQL_Code,CNL_Column,CNL_Code
conditional,pack-bitmap.c,552,-,+,-,,2.0,	assert(!bitmap_git->map);,,
conditional,pack-bitmap.c,566,-,+,-,,2.0,	assert(!bitmap_git->map);,,
conditional,pack-bitmap.c,577,+,+,+,found ? 0 : -1,9.0,	return found ? 0 : -1;,8.0,found ? 0 : - 1
conditional,pack-bitmap.c,908,+,+,+,"(pos >= 0) ? pos : bitmap_position_extended(bitmap_git, oid)",9.0,"	return (pos >= 0) ? pos : bitmap_position_extended(bitmap_git, oid);",8.0,"( pos >= 0 ) ? pos : bitmap_position_extended ( bitmap_git , oid )"
conditional,pack-bitmap.c,1811,+,+,+,(revs->filter.choice && filter_provided_objects) ? NULL : wants,9.0,"		      (revs->filter.choice && filter_provided_objects) ? NULL : wants,",8.0,( revs -> filter . choice && filter_provided_objects ) ? NULL : wants
conditional,pack-bitmap.c,2048,-,+,-,,2.0,	assert(result);,,
conditional,pack-bitmap.c,2139,-,+,-,,2.0,	assert(bitmap_git->result);,,
conditional,pack-bitmap.c,2183,-,+,-,,2.0,	assert(bitmap_git->result);,,
conditional,pack-bitmap.c,2296,+,+,+,"bitmap_git->table_lookup ? """" : "" loaded""",3.0,"		bitmap_git->table_lookup ? """" : "" loaded"");",2.0,"bitmap_git -> table_lookup ? """" : "" loaded"""
conditional,pack-mtimes.c,79,+,+,+,header.hash_id == 1 ? GIT_SHA1_RAWSZ : GIT_SHA256_RAWSZ,45.0,"	expected_size = st_add(expected_size, 2 * (header.hash_id == 1 ? GIT_SHA1_RAWSZ : GIT_SHA256_RAWSZ));",44.0,header . hash_id == 1 ? GIT_SHA1_RAWSZ : GIT_SHA256_RAWSZ
conditional,pack-objects.c,371,+,+,+,readlen ? 0 : Z_FINISH,32.0,"			zret = git_deflate(&stream, readlen ? 0 : Z_FINISH);",31.0,readlen ? 0 : Z_FINISH
conditional,pack-objects.c,412,+,+,+,(st == Z_STREAM_END && stream.total_out == expect && stream.total_in == len) ? 0 : -1,9.0,"	return (st == Z_STREAM_END &&
		stream.total_out == expect &&
		stream.total_in == len) ? 0 : -1;",8.0,( st == Z_STREAM_END && stream . total_out == expect && stream . total_in == len ) ? 0 : - 1
conditional,pack-objects.c,484,+,+,+,(allow_ofs_delta && DELTA(entry)->idx.offset) ? OBJ_OFS_DELTA : OBJ_REF_DELTA,10.0,"		type = (allow_ofs_delta && DELTA(entry)->idx.offset) ?
			OBJ_OFS_DELTA : OBJ_REF_DELTA;",9.0,( allow_ofs_delta && DELTA ( entry ) -> idx . offset ) ? OBJ_OFS_DELTA : OBJ_REF_DELTA
conditional,pack-objects.c,489,+,+,+,(allow_ofs_delta && DELTA(entry)->idx.offset) ? OBJ_OFS_DELTA : OBJ_REF_DELTA,10.0,"		type = (allow_ofs_delta && DELTA(entry)->idx.offset) ?
			OBJ_OFS_DELTA : OBJ_REF_DELTA;",9.0,( allow_ofs_delta && DELTA ( entry ) -> idx . offset ) ? OBJ_OFS_DELTA : OBJ_REF_DELTA
conditional,pack-objects.c,578,+,+,+,(allow_ofs_delta && DELTA(entry)->idx.offset) ? OBJ_OFS_DELTA : OBJ_REF_DELTA,10.0,"		type = (allow_ofs_delta && DELTA(entry)->idx.offset) ?
			OBJ_OFS_DELTA : OBJ_REF_DELTA;",9.0,( allow_ofs_delta && DELTA ( entry ) -> idx . offset ) ? OBJ_OFS_DELTA : OBJ_REF_DELTA
conditional,pack-objects.c,1016,-,+,-,,2.0,	assert(lo);,,
conditional,pack-objects.c,1037,-,+,-,,2.0,	assert(type >= 0);,,
conditional,pack-objects.c,1047,-,+,-,,3.0,		assert(base_offset != 0);,,
conditional,pack-objects.c,1267,-,+,-,,4.0,			assert(pack_to_stdout);,,
conditional,pack-objects.c,1816,+,+,+,"tree_entry_len(&entry) != cmplen ? 1 : memcmp(name, entry.path, cmplen)",9.0,"		cmp = tree_entry_len(&entry) != cmplen ? 1 :
		      memcmp(name, entry.path, cmplen);",8.0,"tree_entry_len ( & entry ) != cmplen ? 1 : memcmp ( name , entry . path , cmplen )"
conditional,pack-objects.c,2203,+,+,+,a->in_pack_offset < b->in_pack_offset ? -1 : (a->in_pack_offset > b->in_pack_offset),9.0,"	return a->in_pack_offset < b->in_pack_offset ? -1 :
			(a->in_pack_offset > b->in_pack_offset);",8.0,a -> in_pack_offset < b -> in_pack_offset ? - 1 : ( a -> in_pack_offset > b -> in_pack_offset )
conditional,pack-objects.c,2452,+,+,+,a < b ? -1 : (a > b),9.0,	return a < b ? -1 : (a > b);  /* newest first */,8.0,a < b ? - 1 : ( a > b )
conditional,pack-objects.c,2605,+,+,+,src_size < trg_size ? trg_size - src_size : 0,13.0,	sizediff = src_size < trg_size ? trg_size - src_size : 0;,12.0,src_size < trg_size ? trg_size - src_size : 0
conditional,pack-objects.c,3799,-,+,+,,11.0,		depth = *name ? 1 : 0;,10.0,* name ? 1 : 0
conditional,pack-objects.c,3811,-,+,-,,2.0,	assert(arg_missing_action == MA_ALLOW_ANY);,,
conditional,pack-objects.c,3825,-,+,-,,2.0,	assert(arg_missing_action == MA_ALLOW_PROMISOR);,,
conditional,pack-objects.c,3840,-,+,-,,2.0,	assert(arg);,,
conditional,pack-objects.c,3841,-,+,-,,2.0,	assert(!unset);,,
conditional,pack-objects.c,3951,+,+,+,(last_found != (void*)1) ? last_found : get_all_packs(the_repository),6.0,"	p = (last_found != (void *)1) ? last_found :
					get_all_packs(the_repository);",5.0,( last_found != ( void * ) 1 ) ? last_found : get_all_packs ( the_repository )
conditional,pack-objects.c,4450,+,+,+,"shallow ? ""--objects-edge-aggressive"" : ""--objects-edge""",20.0,"		strvec_push(&rp, shallow
				? ""--objects-edge-aggressive""
				: ""--objects-edge"");",19.0,"shallow ? ""--objects-edge-aggressive"" : ""--objects-edge"""
conditional,pack-objects.h,212,+,+,-,e->type_valid ? e->type_ : OBJ_BAD,9.0,	return e->type_valid ? e->type_ : OBJ_BAD;,,
conditional,pack-redundant.c,133,+,+,+,(hint == NULL) ? list->front : hint,6.0,	l = (hint == NULL) ? list->front : hint;,5.0,( hint == NULL ) ? list -> front : hint
conditional,pack-redundant.c,155,+,+,+,(hint == NULL) ? list->front : hint,6.0,	l = (hint == NULL) ? list->front : hint;,5.0,( hint == NULL ) ? list -> front : hint
conditional,pack-redundant.c,253,+,+,+,(p1->pack->index_version < 2) ? 4 : 8,24.0,	p1_base += 256 * 4 + ((p1->pack->index_version < 2) ? 4 : 8);,23.0,( p1 -> pack -> index_version < 2 ) ? 4 : 8
conditional,pack-redundant.c,254,+,+,+,(p2->pack->index_version < 2) ? 4 : 8,24.0,	p2_base += 256 * 4 + ((p2->pack->index_version < 2) ? 4 : 8);,23.0,( p2 -> pack -> index_version < 2 ) ? 4 : 8
conditional,pack-redundant.c,255,+,+,+,(p1->pack->index_version < 2) ? 4 : 0,22.0,	p1_step = hashsz + ((p1->pack->index_version < 2) ? 4 : 0);,21.0,( p1 -> pack -> index_version < 2 ) ? 4 : 0
conditional,pack-redundant.c,256,+,+,+,(p2->pack->index_version < 2) ? 4 : 0,22.0,	p2_step = hashsz + ((p2->pack->index_version < 2) ? 4 : 0);,21.0,( p2 -> pack -> index_version < 2 ) ? 4 : 0
conditional,pack-redundant.c,291,+,+,+,(p1->index_version < 2) ? 4 : 8,24.0,	p1_base += 256 * 4 + ((p1->index_version < 2) ? 4 : 8);,23.0,( p1 -> index_version < 2 ) ? 4 : 8
conditional,pack-redundant.c,292,+,+,+,(p2->index_version < 2) ? 4 : 8,24.0,	p2_base += 256 * 4 + ((p2->index_version < 2) ? 4 : 8);,23.0,( p2 -> index_version < 2 ) ? 4 : 8
conditional,pack-redundant.c,293,+,+,+,(p1->index_version < 2) ? 4 : 0,22.0,	p1_step = hashsz + ((p1->index_version < 2) ? 4 : 0);,21.0,( p1 -> index_version < 2 ) ? 4 : 0
conditional,pack-redundant.c,294,+,+,+,(p2->index_version < 2) ? 4 : 0,22.0,	p2_step = hashsz + ((p2->index_version < 2) ? 4 : 0);,21.0,( p2 -> index_version < 2 ) ? 4 : 0
conditional,pack-redundant.c,523,+,+,+,(p->index_version < 2) ? 4 : 8,21.0,	base += 256 * 4 + ((p->index_version < 2) ? 4 : 8);,20.0,( p -> index_version < 2 ) ? 4 : 8
conditional,pack-redundant.c,524,+,+,+,(p->index_version < 2) ? 4 : 0,33.0,	step = the_hash_algo->rawsz + ((p->index_version < 2) ? 4 : 0);,32.0,( p -> index_version < 2 ) ? 4 : 0
conditional,pack-write.c,34,+,+,+,(a < b) ? -1 : (a != b),9.0,	return (a < b) ? -1 : (a != b);,8.0,( a < b ) ? - 1 : ( a != b )
conditional,pack-write.c,78,-,+,-,,3.0,		assert(index_name);,,
conditional,pack-write.c,93,+,+,+,"need_large_offset(last_obj_offset, opts) ? 2 : opts->version",18.0,"	index_version = need_large_offset(last_obj_offset, opts) ? 2 : opts->version;",17.0,"need_large_offset ( last_obj_offset , opts ) ? 2 : opts -> version"
conditional,pack-write.c,151,+,+,+,"need_large_offset(obj->offset, opts) ? (0x80000000 | nr_large_offset++) : obj->offset",14.0,"			offset = (need_large_offset(obj->offset, opts)
				  ? (0x80000000 | nr_large_offset++)
				  : obj->offset);",13.0,"need_large_offset ( obj -> offset , opts ) ? ( 0x80000000 | nr_large_offset ++ ) : obj -> offset"
conditional,pack-write.c,173,+,+,+,(opts->flags & WRITE_IDX_VERIFY) ? 0 : CSUM_FSYNC,7.0,			  ((opts->flags & WRITE_IDX_VERIFY) ? 0 : CSUM_FSYNC));,6.0,( opts -> flags & WRITE_IDX_VERIFY ) ? 0 : CSUM_FSYNC
conditional,pack-write.c,283,+,+,+,(flags & WRITE_IDX_VERIFY) ? 0 : CSUM_FSYNC,7.0,			  ((flags & WRITE_IDX_VERIFY) ? 0 : CSUM_FSYNC));,6.0,( flags & WRITE_IDX_VERIFY ) ? 0 : CSUM_FSYNC
conditional,pack-write.c,410,+,+,+,(partial_pack_hash && partial_pack_offset < aligned_sz) ? partial_pack_offset : aligned_sz,7.0,"		m = (partial_pack_hash && partial_pack_offset < aligned_sz) ?
			partial_pack_offset : aligned_sz;",6.0,( partial_pack_hash && partial_pack_offset < aligned_sz ) ? partial_pack_offset : aligned_sz
conditional,packed-backend.c,291,+,+,+,*r2 == '\n' ? 0 : -1,11.0,			return *r2 == '\n' ? 0 : -1;,10.0,* r2 == '\n' ? 0 : - 1
conditional,packed-backend.c,296,+,+,+,(unsigned char)*r1 < (unsigned char)*r2 ? -1 : +1,12.0,				return (unsigned char)*r1 < (unsigned char)*r2 ? -1 : +1;,11.0,( unsigned char ) * r1 < ( unsigned char ) * r2 ? - 1 : + 1
conditional,packed-backend.c,307,+,-,-,*r2 == '\n' ? 0 : -1,,,,
conditional,packed-backend.c,312,+,-,-,(unsigned char)*r1 < (unsigned char)*r2 ? -1 : +1,,,,
conditional,packed-backend.c,315,+,+,+,*r2 ? -1 : 0,11.0,			return *r2 ? -1 : 0;,10.0,* r2 ? - 1 : 0
conditional,packed-backend.c,317,+,+,+,start ? 1 : -1,11.0,			return start ? 1 : -1;,10.0,start ? 1 : - 1
conditional,packed-backend.c,319,+,+,+,(unsigned char)*r1 < (unsigned char)*r2 ? -1 : +1,11.0,			return (unsigned char)*r1 < (unsigned char)*r2 ? -1 : +1;,10.0,( unsigned char ) * r1 < ( unsigned char ) * r2 ? - 1 : + 1
conditional,packed-backend.c,331,+,-,-,*r2 ? -1 : 0,,,,
conditional,packed-backend.c,333,+,-,-,start ? 1 : -1,,,,
conditional,packed-backend.c,335,+,-,-,(unsigned char)*r1 < (unsigned char)*r2 ? -1 : +1,,,,
conditional,packed-backend.c,952,+,+,+,is_null_oid(&iter->peeled) ? -1 : 0,10.0,		return is_null_oid(&iter->peeled) ? -1 : 0;,9.0,is_null_oid ( & iter -> peeled ) ? - 1 : 0
conditional,packed-backend.c,956,+,+,+,"peel_object(&iter->oid, peeled) ? -1 : 0",10.0,"		return peel_object(&iter->oid, peeled) ? -1 : 0;",9.0,"peel_object ( & iter -> oid , peeled ) ? - 1 : 0"
conditional,packed-backend.c,966,+,-,-,is_null_oid(&iter->peeled) ? -1 : 0,,,,
conditional,packed-backend.c,970,+,-,-,"peel_object(iter->repo, &iter->oid, peeled) ? -1 : 0",,,,
conditional,packed-backend.c,1068,+,+,+,last_disjoint->end > ours->end ? last_disjoint->end : ours->end,25.0,"			last_disjoint->end = last_disjoint->end > ours->end
				? last_disjoint->end : ours->end;",24.0,last_disjoint -> end > ours -> end ? last_disjoint -> end : ours -> end
conditional,packed-backend.c,1082,+,-,-,last_disjoint->end > ours->end ? last_disjoint->end : ours->end,,,,
conditional,packed-backend.c,1399,+,+,+,peel_error ? NULL : &peeled,13.0,					       peel_error ? NULL : &peeled)),12.0,peel_error ? NULL : & peeled
conditional,packed-backend.c,1413,+,-,-,peel_error ? NULL : &peeled,,,,
conditional,packed-backend.c,1420,+,+,+,peel_error ? NULL : &peeled,13.0,					       peel_error ? NULL : &peeled)),12.0,peel_error ? NULL : & peeled
conditional,packed-backend.c,1435,+,-,-,peel_error ? NULL : &peeled,,,,
conditional,packfile.c,1401,-,+,+,,9.0,"	return e ? container_of(e, struct delta_base_cache_entry, ent) : NULL;",8.0,"e ? container_of ( e , struct delta_base_cache_entry , ent ) : NULL"
conditional,packfile.c,1599,+,+,+,"in_delta_base_cache(p, obj_offset) ? OI_DBCACHED : OI_PACKED",15.0,"	oi->whence = in_delta_base_cache(p, obj_offset) ? OI_DBCACHED :
							  OI_PACKED;",14.0,"in_delta_base_cache ( p , obj_offset ) ? OI_DBCACHED : OI_PACKED"
conditional,packfile.c,2219,+,+,+,r ? r : pack_errors,9.0,	return r ? r : pack_errors;,8.0,r ? r : pack_errors
conditional,parallel-checkout.c,99,+,+,+,ca->working_tree_encoding ? strlen(ca->working_tree_encoding) : 0,4.0,		(ca->working_tree_encoding ? strlen(ca->working_tree_encoding) : 0);,3.0,ca -> working_tree_encoding ? strlen ( ca -> working_tree_encoding ) : 0
conditional,parallel-checkout.c,277,-,+,-,,2.0,"	assert(is_eligible_for_parallel_checkout(pc_item->ce, &pc_item->ca));",,
conditional,parallel-checkout.c,334,+,+,+,(pc_item->ce->ce_mode & 0100) ? 0777 : 0666,22.0,	unsigned int mode = (pc_item->ce->ce_mode & 0100) ? 0777 : 0666;,21.0,( pc_item -> ce -> ce_mode & 0100 ) ? 0777 : 0666
conditional,parallel-checkout.c,413,+,+,+,working_tree_encoding ? strlen(working_tree_encoding) : 0,37.0,"	size_t working_tree_encoding_len = working_tree_encoding ?
					   strlen(working_tree_encoding) : 0;",36.0,working_tree_encoding ? strlen ( working_tree_encoding ) : 0
conditional,parse-options-cb.c,21,+,+,+,unset ? 0 : DEFAULT_ABBREV,7.0,		v = unset ? 0 : DEFAULT_ABBREV;,6.0,unset ? 0 : DEFAULT_ABBREV
conditional,parse-options-cb.c,22,+,-,-,unset ? 0 : DEFAULT_ABBREV,,,,
conditional,parse-options-cb.c,55,+,+,+,"unset ? ""never"" : (const char*)opt->defval",9.0,"		arg = unset ? ""never"" : (const char *)opt->defval;",8.0,"unset ? ""never"" : ( const char * ) opt -> defval"
conditional,parse-options-cb.c,56,+,-,-,"unset ? ""never"" : (const char*)opt->defval",,,,
conditional,parse-options-cb.c,164,+,+,+,unset ? 2 : 1,12.0,	*target = unset ? 2 : 1;,11.0,unset ? 2 : 1
conditional,parse-options-cb.c,165,+,-,-,unset ? 2 : 1,,,,
conditional,parse-options-cb.c,246,+,+,-,"unset ? ""--no-"" : ""--""",21.0,"		strbuf_addstr(sb, unset ? ""--no-"" : ""--"");",,
conditional,parse-options-cb.c,247,+,-,-,"unset ? ""--no-"" : ""--""",,,,
conditional,parse-options.c,115,+,+,+,unset ? 0 : *(int*)opt->value + 1,24.0,		*(int *)opt->value = unset ? 0 : *(int *)opt->value + 1;,23.0,unset ? 0 : * ( int * ) opt -> value + 1
conditional,parse-options.c,119,+,+,+,unset ? 0 : opt->defval,24.0,		*(int *)opt->value = unset ? 0 : opt->defval;,23.0,unset ? 0 : opt -> defval
conditional,parse-options.c,164,+,+,+,"(*opt->callback)(opt, p_arg, p_unset) ? (-1) : 0",11.0,"			return (*opt->callback)(opt, p_arg, p_unset) ? (-1) : 0;",10.0,"( * opt -> callback ) ( opt , p_arg , p_unset ) ? ( - 1 ) : 0"
conditional,parse-options.c,247,+,+,+,"arg ? arg : """"",44.0,"		return xstrfmt(""-%c%s"", opt->short_name, arg ? arg : """");",43.0,"arg ? arg : """""
conditional,parse-options.c,248,+,+,+,"flags & OPT_UNSET ? ""no-"" : """"",31.0,"	return xstrfmt(""--%s%s%s%s"", flags & OPT_UNSET ? ""no-"" : """",",30.0,"flags & OPT_UNSET ? ""no-"" : """""
conditional,parse-options.c,249,+,+,+,"arg ? ""="" : """"",26.0,"		       opt->long_name, arg ? ""="" : """", arg ? arg : """");",41.0,"arg ? arg : """""
conditional,parse-options.c,294,+,+,+,p->opt[1] ? p->opt + 1 : NULL,13.0,			p->opt = p->opt[1] ? p->opt + 1 : NULL;,12.0,p -> opt [ 1 ] ? p -> opt + 1 : NULL
conditional,parse-options.c,313,+,+,+,p->opt[len] ? p->opt + len : NULL,12.0,		p->opt = p->opt[len] ? p->opt + len : NULL;,11.0,p -> opt [ len ] ? p -> opt + len : NULL
conditional,parse-options.c,315,+,+,+,"(*numopt->callback)(numopt, arg, 0) ? (-1) : 0",9.0,"			rc = (*numopt->callback)(numopt, arg, 0) ? (-1) : 0;",8.0,"( * numopt -> callback ) ( numopt , arg , 0 ) ? ( - 1 ) : 0"
conditional,parse-options.c,443,+,+,+,"(ambiguous.flags & OPT_UNSET) ? ""no-"" : """"",4.0,"			(ambiguous.flags & OPT_UNSET) ?  ""no-"" : """",",3.0,"( ambiguous . flags & OPT_UNSET ) ? ""no-"" : """""
conditional,parse-options.c,445,+,+,+,"(abbrev.flags & OPT_UNSET) ? ""no-"" : """"",4.0,"			(abbrev.flags & OPT_UNSET) ?  ""no-"" : """",",3.0,"( abbrev . flags & OPT_UNSET ) ? ""no-"" : """""
conditional,parse-options.c,722,+,+,+,"opts == original_opts ? """" : "" """,22.0,"		printf(""%s%s%s%s"", opts == original_opts ? """" : "" "",",21.0,"opts == original_opts ? """" : "" """
conditional,parse-options.c,1073,+,+,+,"literal ? ""[=%s]"" : ""[=<%s>]""",8.0,"			s = literal ? ""[=%s]"" : ""[=<%s>]"";",7.0,"literal ? ""[=%s]"" : ""[=<%s>]"""
conditional,parse-options.c,1075,+,+,+,"literal ? ""[%s]"" : ""[<%s>]""",8.0,"			s = literal ? ""[%s]"" : ""[<%s>]"";",7.0,"literal ? ""[%s]"" : ""[<%s>]"""
conditional,parse-options.c,1077,+,+,+,"literal ? "" %s"" : "" <%s>""",7.0,"		s = literal ? "" %s"" : "" <%s>"";",6.0,"literal ? "" %s"" : "" <%s>"""
conditional,parse-options.c,1078,+,+,+,"opts->argh ? _(opts->argh) : _(""..."")",34.0,"	return utf8_fprintf(outfile, s, opts->argh ? _(opts->argh) : _(""...""));",33.0,"opts -> argh ? _ ( opts -> argh ) : _ ( ""..."" )"
conditional,parse-options.c,1112,+,+,+,err ? stderr : stdout,18.0,	FILE *outfile = err ? stderr : stdout;,17.0,err ? stderr : stdout
conditional,parse-options.c,1244,+,+,+,"opts->help ? _(opts->help) : """"",13.0,"		for (cp = opts->help ? _(opts->help) : """"; *cp; cp = np) {",12.0,"opts -> help ? _ ( opts -> help ) : """""
conditional,patch-id.c,162,+,+,+,verbatim ? strlen(line) : remove_space(line),9.0,		len = verbatim ? strlen(line) : remove_space(line);,8.0,verbatim ? strlen ( line ) : remove_space ( line )
conditional,patch-id.c,240,+,+,+,opts ? opts > 1 : config.stable,19.0,"	generate_id_list(opts ? opts > 1 : config.stable,",18.0,opts ? opts > 1 : config . stable
conditional,patch-id.c,241,+,+,+,opts ? opts == 3 : config.verbatim,5.0,			 opts ? opts == 3 : config.verbatim);,4.0,opts ? opts == 3 : config . verbatim
conditional,path-utils.c,12,+,-,+,*path && path[1] == ':' ? 2 : 0,,,9.0,* path && path [ 1 ] == ':' ? 2 : 0
conditional,path-utils.c,24,+,-,+,path[i] == ':' ? i + 1 : 0,,,8.0,path [ i ] == ':' ? i + 1 : 0
conditional,path.c,888,+,-,-,in ? strlen(in) : 0,,,,
conditional,path.c,889,+,-,-,prefix ? strlen(prefix) : 0,,,,
conditional,path.c,941,+,+,+,in ? strlen(in) : 0,15.0,	int in_len = in ? strlen(in) : 0;,14.0,in ? strlen ( in ) : 0
conditional,path.c,942,+,+,+,prefix ? strlen(prefix) : 0,19.0,	int prefix_len = prefix ? strlen(prefix) : 0;,18.0,prefix ? strlen ( prefix ) : 0
conditional,path.c,1264,+,-,-,"offset == -1 ? NULL : xstrndup(path, offset)",,,,
conditional,path.c,1317,+,+,+,"offset == -1 ? NULL : xstrndup(path, offset)",9.0,"	return offset == -1 ? NULL : xstrndup(path, offset);",8.0,"offset == - 1 ? NULL : xstrndup ( path , offset )"
conditional,path.c,1538,-,+,-,,2.0,	assert(subdir);,,
conditional,path.c,1539,-,+,-,,2.0,	assert(filename);,,
conditional,path.c,1560,-,+,-,,2.0,	assert(filename);,,
conditional,pathspec.c,599,+,+,+,argv ? *argv : NULL,22.0,	const char *entry = argv ? *argv : NULL;,21.0,argv ? * argv : NULL
conditional,pathspec.c,643,+,+,+,prefix ? strlen(prefix) : 0,14.0,	prefixlen = prefix ? strlen(prefix) : 0;,13.0,prefix ? strlen ( prefix ) : 0
conditional,pathspec.c,670,+,+,+,(!(flags & PATHSPEC_PREFER_CWD)) ? 0 : prefixlen,14.0,		int plen = (!(flags & PATHSPEC_PREFER_CWD)) ? 0 : prefixlen;,13.0,( ! ( flags & PATHSPEC_PREFER_CWD ) ) ? 0 : prefixlen
conditional,pathspec.c,687,+,+,+,nul_term_line ? strbuf_getline_nul : strbuf_getline,33.0,"	strbuf_getline_fn getline_fn = nul_term_line ? strbuf_getline_nul :
						       strbuf_getline;",32.0,nul_term_line ? strbuf_getline_nul : strbuf_getline
conditional,pkt-line.c,23,+,+,+,"in_async() ? ""sideband"" : packet_trace_prefix",9.0,"	return in_async() ? ""sideband"" : packet_trace_prefix;",8.0,"in_async ( ) ? ""sideband"" : packet_trace_prefix"
conditional,pkt-line.c,72,+,+,+,write ? '>' : '<',27.0,"		    get_trace_prefix(), write ? '>' : '<');",26.0,write ? '>' : '<'
conditional,pkt-line.c,350,+,+,+,size < *src_size ? size : *src_size,9.0,		ret = size < *src_size ? size : *src_size;,8.0,size < * src_size ? size : * src_size
conditional,pkt-line.c,531,+,+,+,(len > 0) ? packet_buffer : NULL,9.0,	return (len > 0) ? packet_buffer : NULL;,8.0,( len > 0 ) ? packet_buffer : NULL
conditional,pkt-line.c,541,+,+,+,(len > 0) ? packet_buffer : NULL,15.0,		*dst_line = (len > 0) ? packet_buffer : NULL;,14.0,( len > 0 ) ? packet_buffer : NULL
conditional,pkt-line.c,656,+,+,+,reader->use_sideband ? reader->buffer + 1 : reader->buffer,18.0,"		reader->line = reader->use_sideband ?
			reader->buffer + 1 : reader->buffer;",17.0,reader -> use_sideband ? reader -> buffer + 1 : reader -> buffer
conditional,pkt-line.c,688,+,+,+,"writer->use_sideband ? ""\001"" : """"",7.0,"			   writer->use_sideband ? ""\001"" : """", fmt, args);",6.0,"writer -> use_sideband ? ""\001"" : """""
conditional,pkt-line.c,698,+,+,+,"writer->use_sideband ? ""\003"" : ""ERR """,7.0,"			   writer->use_sideband ? ""\003"" : ""ERR "", fmt, args);",6.0,"writer -> use_sideband ? ""\003"" : ""ERR """
conditional,poll.c,167,-,-,+,,,,8.0,ret == WAIT_OBJECT_0 ? * p_sought & ~ ( POLLPRI | POLLRDBAND ) : 0
conditional,poll.c,265,-,-,+,,,,21.0,( r < 0 ) ? errno : 0
conditional,poll.c,271,+,-,+,(r < 0) ? errno : 0,,,21.0,( r < 0 ) ? errno : 0
conditional,poll.c,597,-,-,+,,,,16.0,elapsed >= orig_timeout ? 0 : ( int ) ( orig_timeout - elapsed )
conditional,precompose_utf8.c,57,+,-,+,"access(path.buf, R_OK) ? 0 : 1",,,24.0,"access ( path . buf , R_OK ) ? 0 : 1"
conditional,precompose_utf8.c,59,+,-,+,"precomposed_unicode ? ""true"" : ""false""",,,10.0,"precomposed_unicode ? ""true"" : ""false"""
conditional,pretty.c,406,+,+,+,"is_special ? ""=%02X"" : ""%c""",29.0,"		const char *encoded_fmt = is_special ? ""=%02X""    : ""%c"";",28.0,"is_special ? ""=%02X"" : ""%c"""
conditional,pretty.c,407,+,+,+,is_special ? 3 * chrlen : 1,25.0,		int	    encoded_len = is_special ? 3 * chrlen : 1;,24.0,is_special ? 3 * chrlen : 1
conditional,pretty.c,572,+,+,+,pp->rev ? &pp->rev->grep_filter : NULL,26.0,		struct grep_opt *opt = pp->rev ? &pp->rev->grep_filter : NULL;,25.0,pp -> rev ? & pp -> rev -> grep_filter : NULL
conditional,pretty.c,662,+,+,+,"v ? xmemdupz(v, len) : NULL",9.0,"	return v ? xmemdupz(v, len) : NULL;",8.0,"v ? xmemdupz ( v , len ) : NULL"
conditional,pretty.c,715,+,+,+,encoding ? encoding : utf8,17.0,	use_encoding = encoding ? encoding : utf8;,16.0,encoding ? encoding : utf8
conditional,pretty.c,762,+,+,+,out ? out : msg,9.0,	return out ? out : msg;,8.0,out ? out : msg
conditional,pretty.c,1159,+,+,+,to_column ? -width : width,16.0,		c->padding = to_column ? -width : width;,15.0,to_column ? - width : width
conditional,pretty.c,2091,+,+,+,"pp->preserve_subject ? ""\n"" : "" """,5.0,"				pp->preserve_subject ? ""\n"" : "" "");",4.0,"pp -> preserve_subject ? ""\n"" : "" """
conditional,pretty.c,2203,+,+,+,pp->rev ? &pp->rev->grep_filter : NULL,25.0,	struct grep_opt *opt = pp->rev ? &pp->rev->grep_filter : NULL;,24.0,pp -> rev ? & pp -> rev -> grep_filter : NULL
conditional,pretty.c,2230,+,+,+,pp->rev ? &pp->rev->grep_filter : NULL,25.0,	struct grep_opt *opt = pp->rev ? &pp->rev->grep_filter : NULL;,24.0,pp -> rev ? & pp -> rev -> grep_filter : NULL
conditional,progress.c,120,+,+,+,"(progress->throughput) ? progress->throughput->display.buf : """"",7.0,"	tp = (progress->throughput) ? progress->throughput->display.buf : """";",6.0,"( progress -> throughput ) ? progress -> throughput -> display . buf : """""
conditional,progress.c,141,+,+,+,"done ? done : ""\r""",22.0,"			const char *eol = done ? done : ""\r"";",21.0,"done ? done : ""\r"""
conditional,progress.c,142,+,+,+,counters_sb->len < last_count_len ? last_count_len - counters_sb->len + 1 : 0,23.0,"			size_t clear_len = counters_sb->len < last_count_len ?
					last_count_len - counters_sb->len + 1 :
					0;",22.0,counters_sb -> len < last_count_len ? last_count_len - counters_sb -> len + 1 : 0
conditional,progress.c,154,+,+,+,progress->title_len + 1 < cols ? cols - progress->title_len - 1 : 0,17.0,"				clear_len = progress->title_len + 1 < cols ?
					    cols - progress->title_len - 1 : 0;",16.0,progress -> title_len + 1 < cols ? cols - progress -> title_len - 1 : 0
conditional,progress.c,330,+,+,+,misecs ? misecs : 1,28.0,		rate = tp->curr_total / (misecs ? misecs : 1);,27.0,misecs ? misecs : 1
conditional,promisor-remote.c,59,+,+,+,finish_command(&child) ? -1 : 0,9.0,	return finish_command(&child) ? -1 : 0;,8.0,finish_command ( & child ) ? - 1 : 0
conditional,promisor-remote.c,107,+,+,+,r->next ? r->next : r,23.0,		config->promisors = r->next ? r->next : r;,22.0,r -> next ? r -> next : r
