Type,File,Line,CLJ,CQL,CLJ_Code,CQL_Column,CQL_Code
repurposed_variable,notes.c,446,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_list_usage, 0)",3,"		argc = parse_options(argc, argv, prefix, options,
				     git_notes_list_usage, 0);"
repurposed_variable,notes.c,508,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_add_usage, PARSE_OPT_KEEP_ARGV0)",2,"	argc = parse_options(argc, argv, prefix, options, git_notes_add_usage,
			     PARSE_OPT_KEEP_ARGV0);"
repurposed_variable,notes.c,551,+,+,fanout--,3,		fanout--;
repurposed_variable,notes.c,566,+,+,"fanout = determine_fanout(tree, n, fanout)",2,"	fanout = determine_fanout(tree, n, fanout);"
repurposed_variable,notes.c,589,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_copy_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, git_notes_copy_usage,
			     0);"
repurposed_variable,notes.c,685,+,+,"argc = parse_options(argc, argv, prefix, options, usage, PARSE_OPT_KEEP_ARGV0)",2,"	argc = parse_options(argc, argv, prefix, options, usage,
			     PARSE_OPT_KEEP_ARGV0);"
repurposed_variable,notes.c,703,-,+,,3,		tws = tws->next;
repurposed_variable,notes.c,715,-,+,,3,		tws = tws->next;
repurposed_variable,notes.c,761,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_show_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, git_notes_show_usage,
			     0);"
repurposed_variable,notes.c,904,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_merge_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_notes_merge_usage, 0);"
repurposed_variable,notes.c,1011,-,+,,3,		t = &default_notes_tree;
repurposed_variable,notes.c,1015,-,+,,3,		notes_ref = default_notes_ref();
repurposed_variable,notes.c,1019,+,+,combine_notes = combine_notes_concatenate,3,		combine_notes = combine_notes_concatenate;
repurposed_variable,notes.c,1030,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_remove_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_notes_remove_usage, 0);"
repurposed_variable,notes.c,1040,-,+,,4,			argv++;
repurposed_variable,notes.c,1068,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_prune_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, git_notes_prune_usage,
			     0);"
repurposed_variable,notes.c,1090,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_get_ref_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     git_notes_get_ref_usage, 0);"
repurposed_variable,notes.c,1123,+,+,"argc = parse_options(argc, argv, prefix, options, git_notes_usage, PARSE_OPT_SUBCOMMAND_OPTIONAL)",2,"	argc = parse_options(argc, argv, prefix, options, git_notes_usage,
			     PARSE_OPT_SUBCOMMAND_OPTIONAL);"
repurposed_variable,notes.c,1131,-,+,,3,		t = &default_notes_tree;
repurposed_variable,notes.c,1135,+,+,combine_notes = t->combine_notes,3,		combine_notes = t->combine_notes;
repurposed_variable,notes.c,1147,-,+,,3,		t = &default_notes_tree;
repurposed_variable,notes.c,1164,-,+,,3,		t = &default_notes_tree;
repurposed_variable,notes.c,1174,-,+,,3,		t = &default_notes_tree;
repurposed_variable,notes.c,1187,-,+,,3,		t = &default_notes_tree;
repurposed_variable,notes.c,1214,-,+,,3,		t = &default_notes_tree;
repurposed_variable,notes.c,1231,-,+,,3,		t = &default_notes_tree;
repurposed_variable,notes.c,1266,-,+,,3,		t = &default_notes_tree;
repurposed_variable,object-file-convert.c,108,+,+,size -= ((p + 1) - buffer),2,	size -= ((p + 1) - buffer);
repurposed_variable,object-file-convert.c,109,-,+,,2,	buffer = p + 1;
repurposed_variable,object-file.c,609,-,+,,3,"		alt = parse_alt_odb_entry(alt, sep, &entry);"
repurposed_variable,object-file.c,1385,-,+,,13,		char c = *hdr++;
repurposed_variable,object-file.c,1403,-,+,,10,	size = *hdr++ - '0';
repurposed_variable,object-file.c,1411,-,+,,4,			hdr++;
repurposed_variable,object-file.c,1572,-,+,,3,		oi = &blank_oi;
repurposed_variable,object-file.c,2494,+,+,type = OBJ_BLOB,3,		type = OBJ_BLOB;
repurposed_variable,object-file.c,2503,-,+,,4,"			buf = strbuf_detach(&nbuf, &size);"
repurposed_variable,object-name.c,122,-,+,,3,		a++;
repurposed_variable,object-name.c,123,-,+,,3,		b++;
repurposed_variable,object-name.c,124,+,+,len -= 2,3,		len -= 2;
repurposed_variable,object-name.c,661,+,+,val >>= 1,9,	while (val >>= 1)
repurposed_variable,object-name.c,824,+,+,len = msb(count) + 1,3,		len = msb(count) + 1;
repurposed_variable,object-name.c,831,+,+,"len = DIV_ROUND_UP(len, 2)",3,"		len = DIV_ROUND_UP(len, 2);"
repurposed_variable,object-name.c,836,+,+,len = FALLBACK_DEFAULT_ABBREV,4,			len = FALLBACK_DEFAULT_ABBREV;
repurposed_variable,object-name.c,883,-,+,,12,		switch (*path++) {
repurposed_variable,object-name.c,979,+,+,len = at,6,					len = at;
repurposed_variable,object-name.c,1052,-,+,,6,"					str = ""HEAD"";"
repurposed_variable,object-name.c,1053,+,+,len = strlen(str),5,				len = strlen(str);
repurposed_variable,object-name.c,1105,+,+,--idx,8,		if (!--idx) {
repurposed_variable,object-name.c,1130,+,+,generation--,9,	while (generation--) {
repurposed_variable,object-name.c,1143,+,+,namelen = strlen(name),3,		namelen = strlen(name);
repurposed_variable,object-name.c,1150,-,+,,4,			o = ((struct tag*) o)->tagged;
repurposed_variable,object-name.c,1152,-,+,,4,"			o = &(repo_get_commit_tree(r, ((struct commit *)o))->object);"
repurposed_variable,object-name.c,1209,+,+,lookup_flags &= ~GET_OID_DISAMBIGUATORS,2,	lookup_flags &= ~GET_OID_DISAMBIGUATORS;
repurposed_variable,object-name.c,1211,+,+,lookup_flags |= GET_OID_COMMITTISH,3,		lookup_flags |= GET_OID_COMMITTISH;
repurposed_variable,object-name.c,1213,+,+,lookup_flags |= GET_OID_TREEISH,3,		lookup_flags |= GET_OID_TREEISH;
repurposed_variable,object-name.c,1276,+,+,len -= cp - name,5,				len -= cp - name;
repurposed_variable,object-name.c,1397,-,+,,3,		prefix++;
repurposed_variable,object-name.c,1400,-,+,,4,			prefix++;
repurposed_variable,object-name.c,1682,+,+,namelen = strlen(name),3,		namelen = strlen(name);
repurposed_variable,object-name.c,1857,-,+,,3,"		prefix = """";"
repurposed_variable,object-name.c,1893,-,+,,3,"		prefix = """";"
repurposed_variable,object-store.h,8,-,+,,,"KHASH_INIT(odb_path_map, const char * /* key: odb_path */,
	struct object_directory *, 1, fspathhash, fspatheq)"
repurposed_variable,object.c,48,+,+,len = strlen(str),3,		len = strlen(str);
repurposed_variable,object.c,354,-,+,,3,		list = list->next;
repurposed_variable,object.h,203,-,+,,15,	while ((c = *str++) != ' ') {
repurposed_variable,obstack.c,144,+,-,alignment = DEFAULT_ALIGNMENT,,
repurposed_variable,obstack.c,159,+,-,size = 4096 - extra,,
repurposed_variable,obstack.c,191,+,-,alignment = DEFAULT_ALIGNMENT,,
repurposed_variable,obstack.c,206,+,-,size = 4096 - extra,,
repurposed_variable,oid-array.h,131,+,+,cur++,3,		cur++;
repurposed_variable,oidset.h,108,-,+,,42,	for (; iter->iter != kh_end(iter->set); iter->iter++) {
repurposed_variable,oidset.h,110,-,+,,30,"			return &kh_key(iter->set, iter->iter++);"
repurposed_variable,pack-bitmap-write.c,218,-,+,,,"define_commit_slab(bb_data, struct bb_commit);"
repurposed_variable,pack-bitmap.c,633,-,+,,2,	p += sizeof(uint32_t);
repurposed_variable,pack-bitmap.c,635,-,+,,2,	p += sizeof(uint64_t);
repurposed_variable,pack-bitmap.c,1054,-,+,,3,		base = bitmap_new();
repurposed_variable,pack-bitmap.c,1220,-,+,,3,		roots = roots->next;
repurposed_variable,pack-bitmap.c,1238,-,+,,2,	roots = not_mapped;
repurposed_variable,pack-bitmap.c,1402,-,+,,3,		roots = roots->next;
repurposed_variable,pack-bitmap.c,2053,+,+,multi_pack_reuse = 0,3,		multi_pack_reuse = 0;
repurposed_variable,pack-check.c,39,+,+,offset += avail,3,		offset += avail;
repurposed_variable,pack-check.c,40,+,+,len -= avail,3,		len -= avail;
repurposed_variable,pack-objects.c,33,+,+,v = v - 1,2,	v = v - 1;
repurposed_variable,pack-objects.c,34,+,-,v |= v >> 1,,
repurposed_variable,pack-objects.c,35,+,-,v |= v >> 2,,
repurposed_variable,pack-objects.c,36,+,-,v |= v >> 4,,
repurposed_variable,pack-objects.c,37,+,-,v |= v >> 8,,
repurposed_variable,pack-objects.c,38,+,-,v |= v >> 16,,
repurposed_variable,pack-objects.c,409,+,+,offset += stream.next_in - in,3,		offset += stream.next_in - in;
repurposed_variable,pack-objects.c,431,+,+,offset += avail,3,		offset += avail;
repurposed_variable,pack-objects.c,432,+,+,len -= avail,3,		len -= avail;
repurposed_variable,pack-objects.c,826,-,+,,4,			e = DELTA_CHILD(e);
repurposed_variable,pack-objects.c,831,-,+,,5,				e = DELTA_SIBLING(e);
repurposed_variable,pack-objects.c,835,-,+,,4,			e = DELTA(e);
repurposed_variable,pack-objects.c,839,-,+,,5,				e = DELTA(e);
repurposed_variable,pack-objects.c,846,-,+,,4,			e = DELTA_SIBLING(e);
repurposed_variable,pack-objects.c,1834,-,+,,4,			tree = pbase_tree_get(&entry.oid);
repurposed_variable,pack-objects.c,2756,-,+,,12,		entry = *list++;
repurposed_variable,pack-objects.c,3007,-,+,,3,		list += sub_size;
repurposed_variable,pack-objects.c,3008,+,+,list_size -= sub_size,3,		list_size -= sub_size;
repurposed_variable,pack-objects.c,3053,-,+,,4,			list = victim->list + victim->list_size - sub_size;
repurposed_variable,pack-objects.c,3056,-,+,,5,				list++;
repurposed_variable,pack-objects.c,3067,-,+,,5,				list -= sub_size;
repurposed_variable,pack-objects.c,4085,-,+,,3,		oid = &peeled;
repurposed_variable,pack-objects.c,4422,+,+,"argc = parse_options(argc, argv, prefix, pack_objects_options, pack_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, pack_objects_options,
			     pack_usage, 0);"
repurposed_variable,pack-objects.c,4427,+,-,argc--,,
repurposed_variable,pack-objects.h,202,-,+,,15,	while ((c = *name++) != 0) {
repurposed_variable,pack-redundant.c,165,-,+,,6,					hint = NULL;
repurposed_variable,pack-redundant.c,213,-,+,,3,		pl = pl->next;
repurposed_variable,pack-redundant.c,330,-,+,,3,		pl = pl->next;
repurposed_variable,pack-redundant.c,341,-,+,,3,		pl = pl->next;
repurposed_variable,pack-write.c,84,-,+,,4,"			index_name = strbuf_detach(&tmp_file, NULL);"
repurposed_variable,pack-write.c,254,-,+,,4,"			rev_name = strbuf_detach(&tmp_file, NULL);"
repurposed_variable,pack-write.c,404,+,+,partial_pack_offset -= sizeof (hdr),2,	partial_pack_offset -= sizeof(hdr);
repurposed_variable,pack-write.c,427,+,+,partial_pack_offset -= n,3,		partial_pack_offset -= n;
repurposed_variable,pack-write.c,440,+,+,partial_pack_offset = ~partial_pack_offset,4,			partial_pack_offset = ~partial_pack_offset;
repurposed_variable,pack-write.c,441,+,+,"partial_pack_offset -= MSB(partial_pack_offset, 1)",4,"			partial_pack_offset -= MSB(partial_pack_offset, 1);"
repurposed_variable,pack-write.c,498,+,+,size >>= 4,2,	size >>= 4;
repurposed_variable,pack-write.c,502,-,+,,4,		*hdr++ = c | 0x80;
repurposed_variable,pack-write.c,504,+,+,size >>= 7,3,		size >>= 7;
repurposed_variable,packed-backend.c,426,-,+,,3,		p--;
repurposed_variable,packed-backend.c,436,-,+,,9,	while (++p < end && (p[-1] != '\n' || p[0] == '^'))
repurposed_variable,packfile.c,692,+,+,offset -= win->offset,2,	offset -= win->offset;
repurposed_variable,packfile.c,778,+,+,first++,23,	for (; first < last; first++)
repurposed_variable,packfile.c,949,-,+,,,"DEFINE_LIST_SORT(static, sort_packs, struct packed_git, next);"
repurposed_variable,packfile.c,1137,+,+,curpos += stream.next_in - in,3,		curpos += stream.next_in - in;
repurposed_variable,packfile.c,1319,+,+,curpos = obj_offset = base_offset,12,		curpos = obj_offset = base_offset;
repurposed_variable,packfile.c,1320,+,+,"type = unpack_object_header(p, w_curs, &curpos, &size)",3,"		type = unpack_object_header(p, w_curs, &curpos, &size);"
repurposed_variable,packfile.c,1324,+,+,"type = retry_bad_packed_offset(r, p, base_offset)",4,"			type = retry_bad_packed_offset(r, p, base_offset);"
repurposed_variable,packfile.c,1341,+,+,type = OBJ_BAD,3,		type = OBJ_BAD;
repurposed_variable,packfile.c,1351,+,+,obj_offset = poi_stack[--poi_stack_nr],3,		obj_offset = poi_stack[--poi_stack_nr];
repurposed_variable,packfile.c,1352,+,+,"type = retry_bad_packed_offset(r, p, obj_offset)",3,"		type = retry_bad_packed_offset(r, p, obj_offset);"
repurposed_variable,packfile.c,1356,+,+,type = OBJ_BAD,2,	type = OBJ_BAD;
repurposed_variable,packfile.c,1638,+,+,curpos += stream.next_in - in,3,		curpos += stream.next_in - in;
repurposed_variable,packfile.c,1752,+,+,obj_offset = base_offset,12,		curpos = obj_offset = base_offset;
repurposed_variable,packfile.c,1821,+,+,obj_offset = delta_stack[i].obj_offset,3,		obj_offset = delta_stack[i].obj_offset;
repurposed_variable,pager.c,222,+,+,number /= 10,3,		number /= 10;
repurposed_variable,parallel-checkout.c,666,+,+,num_workers = parallel_checkout.nr,3,		num_workers = parallel_checkout.nr;
repurposed_variable,parse-options-cb.c,43,-,+,,3,"		arg = ""never"";"
repurposed_variable,parse-options-cb.c,55,-,+,,3,"		arg = unset ? ""never"" : (const char *)opt->defval;"
repurposed_variable,parse-options-cb.c,172,-,+,,41,	for (; opt && opt->type != OPTION_END; opt++)
repurposed_variable,parse-options.c,223,-,+,,35,	for (; opts->type != OPTION_END; opts++) {
repurposed_variable,parse-options.c,292,-,+,,38,	for (; options->type != OPTION_END; options++) {
repurposed_variable,parse-options.c,327,-,+,,21,"		if (!strcmp(it, *(array++)))"
repurposed_variable,parse-options.c,398,-,+,,38,	for (; options->type != OPTION_END; options++) {
repurposed_variable,parse-options.c,461,-,+,,38,	for (; options->type != OPTION_END; options++) {
repurposed_variable,parse-options.c,473,-,+,,38,	for (; options->type != OPTION_END; options++)
repurposed_variable,parse-options.c,493,-,+,,38,	for (; options->type != OPTION_END; options++) {
repurposed_variable,parse-options.c,509,-,+,,35,	for (; opts->type != OPTION_END; opts++) {
repurposed_variable,parse-options.c,577,-,+,,38,	for (; options->type != OPTION_END; options++)
repurposed_variable,parse-options.c,591,-,+,,3,		ctx->argc--;
repurposed_variable,parse-options.c,592,-,+,,3,		ctx->argv++;
repurposed_variable,parse-options.c,637,-,+,,35,	for (; opts->type != OPTION_END; opts++) {
repurposed_variable,parse-options.c,676,+,+,nr_noopts++,4,			nr_noopts++;
repurposed_variable,parse-options.c,686,-,+,,35,	for (; opts->type != OPTION_END; opts++) {
repurposed_variable,parse-options.c,1025,-,+,,3,		options = real_options;
repurposed_variable,parse-options.c,1099,-,+,,35,	for (; opts->type != OPTION_END; opts++) {
repurposed_variable,parse-options.c,1162,-,+,,24,		const char *str = _(*usagestr++);
repurposed_variable,parse-options.c,1190,-,+,,35,	for (; opts->type != OPTION_END; opts++) {
repurposed_variable,patch-id.c,237,+,+,"argc = parse_options(argc, argv, prefix, builtin_patch_id_options, patch_id_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, builtin_patch_id_options,
			     patch_id_usage, 0);"
repurposed_variable,path.c,48,-,+,,4,			path++;
repurposed_variable,path.c,83,+,-,len--,,
repurposed_variable,path.c,84,+,+,len--,3,"		len--;	 /* keep one char, to be replaced with '/'  */"
repurposed_variable,path.c,283,-,+,,4,			key++;
repurposed_variable,path.c,291,-,+,,2,	key += i;
repurposed_variable,path.c,302,-,+,,3,		key++;
repurposed_variable,path.c,821,+,-,mode = (mode & ~0777) | tweak,,
repurposed_variable,path.c,823,+,-,mode |= tweak,,
repurposed_variable,path.c,839,-,+,,3,		path = validated_path.buf;
repurposed_variable,path.c,845,-,+,,4,			path = gitfile;
repurposed_variable,path.c,874,+,+,mode = (mode & ~0777) | tweak,3,		mode = (mode & ~0777) | tweak;
repurposed_variable,path.c,876,+,+,mode |= tweak,3,		mode |= tweak;
repurposed_variable,path.c,1005,-,+,,2,	in += in_off;
repurposed_variable,path.c,1119,-,+,,13,		char c = *src++;
repurposed_variable,path.c,1122,-,+,,4,		*dst++ = c;
repurposed_variable,path.c,1127,-,+,,3,		src++;
repurposed_variable,path.c,1143,-,+,,5,				src++;
repurposed_variable,path.c,1146,-,+,,5,				src += 2;
repurposed_variable,path.c,1148,-,+,,6,					src++;
repurposed_variable,path.c,1153,-,+,,6,					src += 2;
repurposed_variable,path.c,1157,-,+,,6,					src += 3;
repurposed_variable,path.c,1159,-,+,,7,						src++;
repurposed_variable,path.c,1166,-,+,,16,		while ((c = *src++) != '\0' && !is_dir_sep(c))
repurposed_variable,path.c,1167,-,+,,5,			*dst++ = c;
repurposed_variable,path.c,1169,-,+,,5,			*dst++ = '/';
repurposed_variable,path.c,1171,-,+,,10,				c = *src++;
repurposed_variable,path.c,1172,-,+,,4,			src--;
repurposed_variable,path.c,1182,-,+,,3,		dst--;	/* go to trailing '/' */
repurposed_variable,path.c,1187,-,+,,4,			dst--;
repurposed_variable,path.c,1214,+,-,len--,,
repurposed_variable,path.c,1267,+,+,len--,3,		len--;
repurposed_variable,path.c,1336,-,+,,2,	p++;
repurposed_variable,path.c,1414,-,+,,8,	c = *(name++);
repurposed_variable,path.c,1417,-,+,,15,		if (((c = *(name++)) != 'g' && c != 'G') ||
repurposed_variable,path.c,1418,-,+,,15,		    ((c = *(name++)) != 'i' && c != 'I') ||
repurposed_variable,path.c,1419,-,+,,15,		    ((c = *(name++)) != 't' && c != 'T'))
repurposed_variable,path.c,1423,-,+,,15,		if (((c = *(name++)) != 'i' && c != 'I') ||
repurposed_variable,path.c,1424,-,+,,15,		    ((c = *(name++)) != 't' && c != 'T') ||
repurposed_variable,path.c,1425,-,+,,9,		    *(name++) != '~' ||
repurposed_variable,path.c,1426,-,+,,9,		    *(name++) != '1')
repurposed_variable,path.c,1432,-,+,,9,		c = *(name++);
repurposed_variable,pathspec.c,483,+,+,prefixlen = pathspec_prefix,3,		prefixlen = pathspec_prefix;
repurposed_variable,pathspec.c,486,+,+,prefixlen = 0,3,		prefixlen = 0;
repurposed_variable,pathspec.c,770,-,+,,3,"		name = to_free = xmemdupz(name, namelen);"
repurposed_variable,pkt-line.c,61,-,+,,3,"		buf = ""PACK ..."";"
repurposed_variable,pkt-line.c,62,+,+,len = strlen(buf),3,		len = strlen(buf);
repurposed_variable,pkt-line.c,393,-,+,,2,	buffer += 1;
repurposed_variable,precompose_utf8.c,35,+,-,maxlen--,,
repurposed_variable,pretty.c,219,-,+,,13,		char c = *msg++;
repurposed_variable,pretty.c,240,-,+,,16,	while ((ch = *s++) != '\0') {
repurposed_variable,pretty.c,630,-,+,,3,		msg += linelen;
repurposed_variable,pretty.c,973,-,+,,3,		msg += linelen;
repurposed_variable,pretty.c,1799,-,+,,3,		placeholder += consumed;
repurposed_variable,pretty.c,1802,-,+,,3,		placeholder++;
repurposed_variable,pretty.c,1904,-,+,,3,		placeholder++;
repurposed_variable,pretty.c,1943,-,+,,3,		fmt = user_format;
repurposed_variable,pretty.c,1945,-,+,,10,"	while ((fmt = strchr(fmt, '%'))) {"
repurposed_variable,pretty.c,1946,-,+,,3,		fmt++;
repurposed_variable,pretty.c,1951,-,+,,4,			fmt++;
repurposed_variable,pretty.c,1992,-,+,,4,			format += len;
repurposed_variable,pretty.c,2108,+,+,need_8bit_cte = 1,5,				need_8bit_cte = 1;
repurposed_variable,pretty.c,2181,+,+,linelen -= tab + 1 - line,3,		linelen -= tab + 1 - line;
repurposed_variable,pretty.c,2182,-,+,,3,		line = tab + 1;
repurposed_variable,prune-packed.c,22,+,+,"argc = parse_options(argc, argv, prefix, prune_packed_options, prune_packed_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, prune_packed_options,
			     prune_packed_usage, 0);"
repurposed_variable,prune.c,171,+,+,"argc = parse_options(argc, argv, prefix, options, prune_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, prune_usage, 0);"
repurposed_variable,prune.c,176,+,-,argc--,,
repurposed_variable,prune.c,178,-,+,,23,		const char *name = *argv++;
repurposed_variable,pull.c,501,-,+,,12,		*repo = *argv++;
repurposed_variable,pull.c,502,+,+,argc--,3,		argc--;
repurposed_variable,pull.c,856,-,+,,4,			fork_point = NULL;
repurposed_variable,pull.c,1000,+,+,"argc = parse_options(argc, argv, prefix, pull_options, pull_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, pull_options, pull_usage, 0);"
repurposed_variable,push.c,442,+,+,flags |= TRANSPORT_PUSH_OPTIONS,3,		flags |= TRANSPORT_PUSH_OPTIONS;
repurposed_variable,push.c,630,+,+,"argc = parse_options(argc, argv, prefix, options, push_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, push_usage, 0);"
repurposed_variable,quote.c,37,-,+,,3,		src += len;
repurposed_variable,quote.c,40,-,+,,23,"			strbuf_addch(dst, *src++);"
repurposed_variable,quote.c,301,+,+,maxlen -= len + 1,4,			maxlen -= len + 1;
repurposed_variable,quote.c,358,-,+,,2,"	name = relative_path(name, prefix, &sb);"
repurposed_variable,quote.c,406,-,+,,7,"	if (*quoted++ != '""')"
repurposed_variable,quote.c,412,-,+,,3,		quoted += len;
repurposed_variable,quote.c,414,-,+,,12,		switch (*quoted++) {
repurposed_variable,quote.c,425,-,+,,18,		switch ((ch = *quoted++)) {
repurposed_variable,quote.c,440,-,+,,15,			if ((ch = *quoted++) < '0' || '7' < ch)
repurposed_variable,quote.c,443,-,+,,15,			if ((ch = *quoted++) < '0' || '7' < ch)
repurposed_variable,quote.c,468,-,+,,15,	while ((c = *src++)) {
repurposed_variable,quote.c,501,-,+,,15,	while ((c = *src++)) {
repurposed_variable,quote.c,519,-,+,,15,	while ((c = *src++)) {
repurposed_variable,quote.c,556,-,+,,21,"		strbuf_addch(sb, *src++);"
repurposed_variable,quote.c,560,-,+,,21,"		strbuf_addch(sb, *src++);"
repurposed_variable,quote.c,562,-,+,,15,	while ((c = *src++)) {
repurposed_variable,range-diff.c,52,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_range_diff_usage, PARSE_OPT_KEEP_DASHDASH)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_range_diff_usage, PARSE_OPT_KEEP_DASHDASH);"
repurposed_variable,read-cache.c,958,-,+,,4,			rest += 3;
repurposed_variable,read-cache.c,1010,-,+,,9,			c = *path++;
repurposed_variable,read-cache.c,1030,-,+,,8,		c = *path++;
repurposed_variable,read-cache.c,1047,+,+,pos++,41,		struct cache_entry *p = istate->cache[pos++];
repurposed_variable,read-cache.c,1048,+,-,pos++,,
repurposed_variable,read-cache.c,1062,+,+,--pos,33,"		remove_index_entry_at(istate, --pos);"
repurposed_variable,read-cache.c,1063,+,-,--pos,,
repurposed_variable,read-cache.c,1168,+,+,"pos = index_name_stage_pos(istate, name, len, stage, EXPAND_SPARSE)",3,"		pos = index_name_stage_pos(istate, name, len, stage, EXPAND_SPARSE);"
repurposed_variable,read-cache.c,1169,+,-,"pos = index_name_stage_pos(istate, name, len, stage, EXPAND_SPARSE)",,
repurposed_variable,read-cache.c,1187,+,+,pos = -pos - 1,4,			pos = -pos-1;
repurposed_variable,read-cache.c,1188,+,-,pos = -pos - 1,,
repurposed_variable,read-cache.c,1208,+,+,pos++,4,			pos++;
repurposed_variable,read-cache.c,1209,+,-,pos++,,
repurposed_variable,read-cache.c,2056,-,+,,3,		previous_ce = ce;
repurposed_variable,read-cache.c,2136,+,+,nr_threads = ieot->nr,3,		nr_threads = ieot->nr;
repurposed_variable,read-cache.c,2137,+,-,nr_threads = ieot->nr,,
repurposed_variable,read-cache.c,2567,+,+,ext = htonl(ext),3,		ext = htonl(ext);
repurposed_variable,read-cache.c,2568,+,+,ext = htonl(ext),3,		sz = htonl(sz);
repurposed_variable,read-cache.c,2569,+,-,sz = htonl(sz),,
repurposed_variable,read-cache.c,3430,+,+,namelen--,3,		namelen--;
repurposed_variable,read-cache.c,3431,+,-,namelen--,,
repurposed_variable,read-cache.c,3647,+,+,offset += 8,3,		offset += 8;
repurposed_variable,read-cache.c,3648,+,+,offset += 8,3,		offset += extsize;
repurposed_variable,read-cache.c,3649,+,-,offset += extsize,,
repurposed_variable,read-tree.c,166,+,+,"argc = parse_options(argc, argv, cmd_prefix, read_tree_options, read_tree_usage, 0)",2,"	argc = parse_options(argc, argv, cmd_prefix, read_tree_options,
			     read_tree_usage, 0);"
repurposed_variable,reader.c,66,+,+,sz = r->size - off,3,		sz = r->size - off;
repurposed_variable,reader.c,254,-,+,,3,		data += header_size(version);
repurposed_variable,reader.c,395,+,-,typ = BLOCK_TYPE_INDEX,,
repurposed_variable,reader.c,416,+,+,typ = BLOCK_TYPE_INDEX,3,		typ = BLOCK_TYPE_INDEX;
repurposed_variable,rebase-interactive.c,164,-,+,,,"define_commit_slab(commit_seen, unsigned char);"
repurposed_variable,rebase.c,839,-,+,,3,		to = to->parents->item;
repurposed_variable,rebase.c,1222,+,+,"argc = parse_options(argc, argv, prefix, builtin_rebase_options, builtin_rebase_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_rebase_options,
			     builtin_rebase_usage, 0);"
repurposed_variable,rebase.c,1582,+,-,argc--,,
repurposed_variable,rebase.c,1583,-,+,,4,			argv++;
repurposed_variable,receive-pack.c,390,-,+,,4,			prefix++;
repurposed_variable,receive-pack.c,392,-,+,,3,		prefix++;
repurposed_variable,receive-pack.c,951,-,+,,15,	for (; list; list = list->next)
repurposed_variable,receive-pack.c,1662,-,+,,2,	dst_name = strip_namespace(dst_name);
repurposed_variable,receive-pack.c,2042,-,+,,3,		commands = next;
repurposed_variable,receive-pack.c,2063,-,+,,3,"		tail = queue_command(tail, boc, eol ? eol - boc : eoc - boc);"
repurposed_variable,receive-pack.c,2502,+,+,"argc = parse_options(argc, argv, prefix, options, receive_pack_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, receive_pack_usage, 0);"
repurposed_variable,record.c,51,+,+,val >>= 7,3,		val >>= 7;
repurposed_variable,record.c,55,+,+,val--,3,		val--;
repurposed_variable,record.c,976,-,+,,3,		a = empty;
repurposed_variable,record.c,979,-,+,,3,		b = empty;
repurposed_variable,ref-cache.c,181,-,+,,4,			dir = NULL;
repurposed_variable,ref-cache.c,184,-,+,,3,		dir = subdir;
repurposed_variable,ref-cache.c,194,-,+,,2,"	dir = find_containing_dir(dir, refname);"
repurposed_variable,ref-cache.c,275,-,+,,3,		dirname++;
repurposed_variable,ref-cache.c,276,-,+,,3,		prefix++;
repurposed_variable,ref-filter.c,772,-,+,,4,			arg++;
repurposed_variable,ref-filter.c,1329,-,+,,5,				cp++; /* skip over two % */
repurposed_variable,ref-filter.c,1332,-,+,,3,		cp++;
repurposed_variable,ref-filter.c,1511,-,+,,3,		buf = eol;
repurposed_variable,ref-filter.c,1830,-,+,,3,		buf = eol;
repurposed_variable,ref-filter.c,1834,-,+,,3,		buf++;
repurposed_variable,ref-filter.c,1848,-,+,,2,	buf = eol;
repurposed_variable,ref-filter.c,2062,-,+,,4,		*dst++ = *src++;
repurposed_variable,ref-filter.c,2568,-,+,,20,	for (; *patterns; patterns++) {
repurposed_variable,ref-filter.c,2590,-,+,,19,	for (; *pattern; pattern++) {
repurposed_variable,ref-filter.c,3283,-,+,,18,	for (; sorting; sorting = sorting->next) {
repurposed_variable,ref-filter.c,3304,-,+,,5,				cp++;
repurposed_variable,ref-filter.c,3309,-,+,,6,					cp += 3;
