Type,File,Line,CLJ,CQL,CLJ_Code,CQL_Column,CQL_Code
repurposed_variable,ref-filter.c,3315,-,+,,3,		cp++;
repurposed_variable,ref-filter.c,3433,-,+,,3,		arg++;
repurposed_variable,ref-filter.c,3465,-,+,,3,		sorting = next;
repurposed_variable,reflog.c,221,-,+,,3,"		commit = lookup_commit_reference_gently(the_repository, oid,
							1);"
repurposed_variable,reflog.c,263,+,+,"argc = parse_options(argc, argv, prefix, options, reflog_list_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, reflog_list_usage, 0);"
repurposed_variable,reflog.c,318,+,+,"argc = parse_options(argc, argv, prefix, options, reflog_expire_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, reflog_expire_usage, 0);"
repurposed_variable,reflog.c,416,+,+,"argc = parse_options(argc, argv, prefix, options, reflog_delete_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, reflog_delete_usage, 0);"
repurposed_variable,reflog.c,434,+,+,"argc = parse_options(argc, argv, prefix, options, reflog_exists_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, reflog_exists_usage,
			     0);"
repurposed_variable,reflog.c,462,+,+,"argc = parse_options(argc, argv, prefix, options, reflog_usage, PARSE_OPT_SUBCOMMAND_OPTIONAL | PARSE_OPT_KEEP_DASHDASH | PARSE_OPT_KEEP_ARGV0 | PARSE_OPT_KEEP_UNKNOWN_OPT)",2,"	argc = parse_options(argc, argv, prefix, options, reflog_usage,
			     PARSE_OPT_SUBCOMMAND_OPTIONAL |
			     PARSE_OPT_KEEP_DASHDASH | PARSE_OPT_KEEP_ARGV0 |
			     PARSE_OPT_KEEP_UNKNOWN_OPT);"
repurposed_variable,refs.c,299,-,+,,3,		refname += component_len + 1;
repurposed_variable,refs.c,352,-,+,,3,		refname++;
repurposed_variable,refs.c,888,-,+,,3,		worktree_name = &name_dummy;
repurposed_variable,refs.c,890,-,+,,3,		worktree_name_length = &name_length_dummy;
repurposed_variable,refs.c,892,-,+,,3,		bare_refname = &ref_dummy;
repurposed_variable,refs.c,970,-,+,,15,	while ((c = *msg++)) {
repurposed_variable,refs.c,1220,+,-,flags &= REF_TRANSACTION_UPDATE_ALLOWED_FLAGS,,
repurposed_variable,refs.c,1222,+,-,flags |= (new_oid ? REF_HAVE_NEW : 0) | (old_oid ? REF_HAVE_OLD : 0),,
repurposed_variable,refs.c,1223,+,-,flags |= (new_target ? REF_HAVE_NEW : 0) | (old_target ? REF_HAVE_OLD : 0),,
repurposed_variable,refs.c,1257,+,+,flags &= REF_TRANSACTION_UPDATE_ALLOWED_FLAGS,2,	flags &= REF_TRANSACTION_UPDATE_ALLOWED_FLAGS;
repurposed_variable,refs.c,1259,+,+,flags |= (new_oid ? REF_HAVE_NEW : 0) | (old_oid ? REF_HAVE_OLD : 0),2,	flags |= (new_oid ? REF_HAVE_NEW : 0) | (old_oid ? REF_HAVE_OLD : 0);
repurposed_variable,refs.c,1260,+,+,flags |= (new_target ? REF_HAVE_NEW : 0) | (old_target ? REF_HAVE_OLD : 0),2,	flags |= (new_target ? REF_HAVE_NEW : 0) | (old_target ? REF_HAVE_OLD : 0);
repurposed_variable,refs.c,1367,-,+,,8,		if (*refname++ != *rule++)
repurposed_variable,refs.c,1547,+,-,flags |= DO_FOR_EACH_INCLUDE_BROKEN,,
repurposed_variable,refs.c,1548,+,-,flags |= DO_FOR_EACH_OMIT_DANGLING_SYMREFS,,
repurposed_variable,refs.c,1584,+,+,flags |= DO_FOR_EACH_INCLUDE_BROKEN,4,			flags |= DO_FOR_EACH_INCLUDE_BROKEN;
repurposed_variable,refs.c,1585,+,+,flags |= DO_FOR_EACH_OMIT_DANGLING_SYMREFS,4,			flags |= DO_FOR_EACH_OMIT_DANGLING_SYMREFS;
repurposed_variable,refs.c,1853,-,+,,3,		oid = &unused_oid;
repurposed_variable,refs.c,1855,-,+,,3,		flags = &unused_flags;
repurposed_variable,refs.c,1913,-,+,,3,		refname = sb_refname.buf;
repurposed_variable,refs.c,2085,-,+,,3,"		submodule = to_free = xmemdupz(submodule, len);"
repurposed_variable,refs.c,2651,-,+,,3,		update = update->parent_update;
repurposed_variable,regcomp_enhanced.c,7,+,-,cflags |= REG_ENHANCED,,
repurposed_variable,regexec.c,413,+,-,range = length - start,,
repurposed_variable,regexec.c,415,+,-,range = -start,,
repurposed_variable,regexec.c,643,+,-,nmatch -= extra_nmatch,,
repurposed_variable,regexec.c,666,+,-,start = range = 0,,
repurposed_variable,remote-curl.c,756,-,+,,4,			ptr += digits_remaining;
repurposed_variable,remote-curl.c,757,+,+,size -= digits_remaining,4,			size -= digits_remaining;
repurposed_variable,remote-curl.c,779,-,+,,4,			ptr += remaining;
repurposed_variable,remote-curl.c,780,+,+,size -= remaining,4,			size -= remaining;
repurposed_variable,remote-curl.c,824,-,+,,3,		results = &results_buf;
repurposed_variable,remote.c,121,+,+,len = strlen(name),3,		len = strlen(name);
repurposed_variable,remote.c,183,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_add_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_add_usage, 0);"
repurposed_variable,remote.c,274,-,+,,3,		s++;
repurposed_variable,remote.c,284,-,+,,2,"	key += strlen(""branch."");"
repurposed_variable,remote.c,310,-,+,,3,		value = abbrev_branch(value);
repurposed_variable,remote.c,315,-,+,,4,			value = abbrev_branch(space + 1);
repurposed_variable,remote.c,539,-,+,,19,		if (is_dir_sep(*name++))
repurposed_variable,remote.c,681,-,+,,3,"		name = get_default(remote_state, remote_state->current_branch,
				   &name_given);"
repurposed_variable,remote.c,708,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_rename_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_rename_usage, 0);"
repurposed_variable,remote.c,794,-,+,,3,		ref_map = ref_map->next;
repurposed_variable,remote.c,878,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_rm_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_rm_usage, 0);"
repurposed_variable,remote.c,1072,-,+,,3,		ref = ref->next;
repurposed_variable,remote.c,1094,-,+,,3,		ref = next;
repurposed_variable,remote.c,1108,-,+,,37,	for (weak_match = match = 0; refs; refs = refs->next) {
repurposed_variable,remote.c,1158,-,+,,3,		ref = ref->next;
repurposed_variable,remote.c,1286,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_show_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_show_usage,
			     0);"
repurposed_variable,remote.c,1296,+,+,argc--,23,"	for (; argc; argc--, argv++) {"
repurposed_variable,remote.c,1394,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_sethead_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_sethead_usage, 0);"
repurposed_variable,remote.c,1495,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_prune_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_prune_usage, 0);"
repurposed_variable,remote.c,1501,+,+,argc--,23,"	for (; argc; argc--, argv++)"
repurposed_variable,remote.c,1529,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_update_usage, PARSE_OPT_KEEP_ARGV0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_update_usage,
			     PARSE_OPT_KEEP_ARGV0);"
repurposed_variable,remote.c,1569,-,+,,16,	for ( ; list; list = list->next)
repurposed_variable,remote.c,1570,-,+,,20,	for (; *branches; branches++)
repurposed_variable,remote.c,1577,-,+,,15,	for ( ; ref; ref = ref->next)
repurposed_variable,remote.c,1608,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_setbranches_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_setbranches_usage, 0);"
repurposed_variable,remote.c,1633,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_geturl_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_geturl_usage, 0);"
repurposed_variable,remote.c,1694,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_seturl_usage, PARSE_OPT_KEEP_ARGV0)",2,"	argc = parse_options(argc, argv, prefix, options,
			     builtin_remote_seturl_usage,
			     PARSE_OPT_KEEP_ARGV0);"
repurposed_variable,remote.c,1783,+,+,"argc = parse_options(argc, argv, prefix, options, builtin_remote_usage, PARSE_OPT_SUBCOMMAND_OPTIONAL)",2,"	argc = parse_options(argc, argv, prefix, options, builtin_remote_usage,
			     PARSE_OPT_SUBCOMMAND_OPTIONAL);"
repurposed_variable,remote.c,2140,-,+,,15,	for (; list; list = list->next)
repurposed_variable,remote.c,2863,-,+,,4,			url += 3;
repurposed_variable,remote.c,2866,-,+,,4,			url += 2;
repurposed_variable,repack.c,677,-,+,,3,		oid = &peeled;
repurposed_variable,repack.c,1203,+,+,"argc = parse_options(argc, argv, prefix, builtin_repack_options, git_repack_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, builtin_repack_options,
				git_repack_usage, 0);"
repurposed_variable,replace.c,84,-,+,,3,"		pattern = ""*"";"
repurposed_variable,replace.c,574,+,+,"argc = parse_options(argc, argv, prefix, options, git_replace_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, git_replace_usage, 0);"
repurposed_variable,replay.c,302,+,+,"argc = parse_options(argc, argv, prefix, replay_options, replay_usage, PARSE_OPT_KEEP_ARGV0 | PARSE_OPT_KEEP_UNKNOWN_OPT)",2,"	argc = parse_options(argc, argv, prefix, replay_options, replay_usage,
			     PARSE_OPT_KEEP_ARGV0 | PARSE_OPT_KEEP_UNKNOWN_OPT);"
repurposed_variable,replay.c,330,+,-,"argc = setup_revisions(argc, argv, &revs, NULL)",,
repurposed_variable,rerere.c,62,+,+,"argc = parse_options(argc, argv, prefix, options, rerere_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, rerere_usage, 0);"
repurposed_variable,rerere.c,67,+,+,variant++,2,	variant++;
repurposed_variable,rerere.c,343,+,+,marker_size--,9,	while (marker_size--)
repurposed_variable,rerere.c,344,-,+,,8,		if (*buf++ != marker_char)
repurposed_variable,rerere.c,523,+,+,i++,3,		i++;
repurposed_variable,rerere.c,539,+,+,i++,3,		i++;
repurposed_variable,reset.c,265,-,+,,4,"			argv++; /* reset to HEAD, possibly with paths */"
repurposed_variable,reset.c,268,-,+,,4,			argv += 2;
repurposed_variable,reset.c,282,-,+,,11,			rev = *argv++;
repurposed_variable,reset.c,376,+,+,"argc = parse_options(argc, argv, prefix, options, git_reset_usage, PARSE_OPT_KEEP_DASHDASH)",2,"	argc = parse_options(argc, argv, prefix, options, git_reset_usage,
						PARSE_OPT_KEEP_DASHDASH);"
repurposed_variable,resolve-undo.c,77,+,+,size -= len,3,		size -= len;
repurposed_variable,resolve-undo.c,78,-,+,,3,		data += len;
repurposed_variable,resolve-undo.c,87,+,+,size -= len,4,			size -= len;
repurposed_variable,resolve-undo.c,88,-,+,,4,			data += len;
repurposed_variable,resolve-undo.c,97,+,+,size -= rawsz,4,			size -= rawsz;
repurposed_variable,resolve-undo.c,98,-,+,,4,			data += rawsz;
repurposed_variable,rev-list.c,582,+,+,"argc = setup_revisions(argc, argv, &revs, &s_r_opt)",2,"	argc = setup_revisions(argc, argv, &revs, &s_r_opt);"
repurposed_variable,rev-parse.c,116,-,+,,17,		while ((ch = *arg++)) {
repurposed_variable,rev-parse.c,412,-,+,,3,		s++;
repurposed_variable,rev-parse.c,418,-,+,,13,	for (; *s; s++)
repurposed_variable,rev-parse.c,449,+,+,"argc = parse_options(argc, argv, prefix, parseopt_opts, parseopt_usage, PARSE_OPT_KEEP_DASHDASH)",2,"	argc = parse_options(argc, argv, prefix, parseopt_opts, parseopt_usage,
	                     PARSE_OPT_KEEP_DASHDASH);"
repurposed_variable,rev-parse.c,542,+,-,"argc = parse_options(argc, argv, prefix, opts, usage, (keep_dashdash ? PARSE_OPT_KEEP_DASHDASH : 0) | (stop_at_non_option ? PARSE_OPT_STOP_AT_NON_OPTION : 0) | PARSE_OPT_SHELL_EVAL)",,
repurposed_variable,rev-parse.c,592,-,+,,8,		if (*arg++ == '=') {
repurposed_variable,rev-parse.c,644,-,+,,3,		prefix = cwd = xgetcwd();
repurposed_variable,rev-parse.c,658,-,+,,4,			path = realbuf.buf;
repurposed_variable,rev-parse.c,662,-,+,,4,			prefix = prefixbuf.buf;
repurposed_variable,rev-parse.c,751,-,+,,4,			prefix = setup_git_directory();
repurposed_variable,rev-parse.c,812,-,+,,5,				prefix = argv[++i];
repurposed_variable,revert.c,159,+,+,"argc = parse_options(argc, argv, prefix, options, usage_str, PARSE_OPT_KEEP_ARGV0 | PARSE_OPT_KEEP_UNKNOWN_OPT)",2,"	argc = parse_options(argc, argv, prefix, options, usage_str,
			PARSE_OPT_KEEP_ARGV0 |
			PARSE_OPT_KEEP_UNKNOWN_OPT);"
repurposed_variable,revert.c,236,+,-,"argc = setup_revisions(argc, argv, opts->revs, &s_r_opt)",,
repurposed_variable,revision.c,54,-,+,,,"implement_shared_commit_slab(revision_sources, char *);"
repurposed_variable,revision.c,1552,-,+,,3,		commit_list = commit_list->next;
repurposed_variable,revision.c,1899,+,+,flags ^= UNINTERESTING | BOTTOM,3,		flags ^= UNINTERESTING | BOTTOM;
repurposed_variable,revision.c,1971,-,+,,3,		commit_list = commit_list->next;
repurposed_variable,revision.c,2165,+,+,flags = flags & UNINTERESTING ? flags | BOTTOM : flags & ~BOTTOM,2,	flags = flags & UNINTERESTING ? flags | BOTTOM : flags & ~BOTTOM;
repurposed_variable,revision.c,2957,+,+,argc = i,4,			argc = i;
repurposed_variable,revision.c,3424,-,+,,4,"			tail = &commit_list_insert(p->item, tail)->next;"
repurposed_variable,revision.c,3431,-,+,,3,"		tail = &commit_list_insert(commit, tail)->next;"
repurposed_variable,revision.c,3575,-,+,,,"define_commit_slab(indegree_slab, int);"
repurposed_variable,revision.c,3576,-,+,,,"define_commit_slab(author_date_slab, timestamp_t);"
repurposed_variable,revision.c,3938,-,+,,4,			list = &p->next;
repurposed_variable,revision.c,3941,-,+,,4,			list = &p->next; /* skip newly added item */
repurposed_variable,revision.c,4131,-,+,,,"define_commit_slab(saved_parents, struct commit_list *);"
repurposed_variable,rm.c,273,+,+,"argc = parse_options(argc, argv, prefix, builtin_rm_options, builtin_rm_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, builtin_rm_options,
			     builtin_rm_usage, 0);"
repurposed_variable,sane-ctype.h,51,+,+,x = (x & ~0x20) | high,3,		x = (x & ~0x20) | high;
repurposed_variable,scalar.c,435,+,+,"argc = parse_options(argc, argv, NULL, clone_options, clone_usage, 0)",2,"	argc = parse_options(argc, argv, NULL, clone_options, clone_usage, 0);"
repurposed_variable,scalar.c,563,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options,
			     usage, 0);"
repurposed_variable,scalar.c,596,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options,
			     usage, 0);"
repurposed_variable,scalar.c,650,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options,
			     usage, 0);"
repurposed_variable,scalar.c,766,+,+,"argc = parse_options(argc, argv, NULL, options, usagestr, 0)",2,"	argc = parse_options(argc, argv, NULL, options,
			     usagestr, 0);"
repurposed_variable,scalar.c,784,+,-,argc--,,
repurposed_variable,scalar.c,785,-,+,,2,	argv++;
repurposed_variable,scalar.c,815,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options,
			     usage, 0);"
repurposed_variable,scalar.c,864,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options,
			     usage, 0);"
repurposed_variable,scalar.c,894,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options,
			     usage, 0);"
repurposed_variable,scalar.c,918,+,+,"argc = parse_options(argc, argv, NULL, options, usage, 0)",2,"	argc = parse_options(argc, argv, NULL, options,
			     usage, 0);"
repurposed_variable,scalar.c,960,+,+,argc -= 2,4,			argc -= 2;
repurposed_variable,scalar.c,961,-,+,,4,			argv += 2;
repurposed_variable,scalar.c,966,+,+,argc -= 2,4,			argc -= 2;
repurposed_variable,scalar.c,967,-,+,,4,			argv += 2;
repurposed_variable,scalar.c,973,-,+,,3,		argv++;
repurposed_variable,scalar.c,974,+,+,argc--,3,		argc--;
repurposed_variable,send-pack.c,33,-,+,,14,	for (; ref; ref = ref->next) {
repurposed_variable,send-pack.c,114,-,+,,3,		refs = refs->next;
repurposed_variable,send-pack.c,212,+,+,"argc = parse_options(argc, argv, prefix, options, send_pack_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, options, send_pack_usage, 0);"
repurposed_variable,sequencer.c,891,-,+,,4,			message = eol + 1;
repurposed_variable,sequencer.c,900,-,+,,25,"			strbuf_addch(&buf, *(message++));"
repurposed_variable,sequencer.c,902,-,+,,34,"			strbuf_addf(&buf, ""'\\%c'"", *(message++));"
repurposed_variable,sequencer.c,908,-,+,,25,"			strbuf_addch(&buf, *(message++));"
repurposed_variable,sequencer.c,910,-,+,,34,"			strbuf_addf(&buf, ""'\\%c'"", *(message++));"
repurposed_variable,sequencer.c,914,-,+,,25,"			strbuf_addch(&buf, *(message++));"
repurposed_variable,sequencer.c,916,-,+,,34,"			strbuf_addf(&buf, ""'\\%c'"", *(message++));"
repurposed_variable,sequencer.c,942,-,+,,3,		buf = np + (*np == '\n');
repurposed_variable,sequencer.c,1569,-,+,,4,			msg = &commit_msg;
repurposed_variable,sequencer.c,1573,-,+,,3,		author = amend_author = get_author(message);
repurposed_variable,sequencer.c,1626,-,+,,3,		msg = &commit_msg;
repurposed_variable,sequencer.c,1690,-,+,,3,"		author = fmt_ident(name, email, WANT_AUTHOR_IDENT, NULL,
				   IDENT_STRICT);"
repurposed_variable,sequencer.c,1926,+,+,len -= count,3,		len -= count;
repurposed_variable,sequencer.c,2639,-,+,,2,"	bol += strspn(bol, "" \t"");"
repurposed_variable,sequencer.c,2660,-,+,,2,	bol += padding;
repurposed_variable,sequencer.c,2695,-,+,,4,"			bol += strspn(bol, "" \t"");"
repurposed_variable,sequencer.c,2698,-,+,,4,"			bol += strspn(bol, "" \t"");"
repurposed_variable,sequencer.c,2705,-,+,,4,"			bol += strspn(bol, "" \t"");"
repurposed_variable,sequencer.c,2707,-,+,,4,"			bol += strspn(bol, "" \t"");"
repurposed_variable,sequencer.c,2726,-,+,,2,"	bol = end_of_object_name + strspn(end_of_object_name, "" \t"");"
repurposed_variable,sequencer.c,3946,+,+,len = i,3,		len = i;
repurposed_variable,sequencer.c,5577,-,+,,3,		label = p = state->buf.buf;
repurposed_variable,sequencer.c,5620,-,+,,44,		for (; *label && buf->len + 1 < max_len; label++)
repurposed_variable,sequencer.c,5632,-,+,,6,					label = p - 1;
repurposed_variable,sequencer.c,5644,-,+,,3,		label = buf->buf;
repurposed_variable,sequencer.c,5668,-,+,,4,			label = buf->buf;
repurposed_variable,sequencer.c,6445,-,+,,,"define_commit_slab(commit_todo_item, struct todo_item *);"
repurposed_variable,serve.c,67,-,+,,3,"		client_sid = """";"
repurposed_variable,setup.c,74,-,+,,2,	path += off;
repurposed_variable,setup.c,78,-,+,,3,		path++;
repurposed_variable,setup.c,175,-,+,,3,		prefix = NULL;
repurposed_variable,setup.c,183,-,+,,3,"		arg = to_free = prefix_filename(prefix, arg);"
repurposed_variable,setup.c,924,-,+,,2,	path = realpath.buf;
repurposed_variable,setup.c,952,-,+,,3,		gitdirenv = gitfile;
repurposed_variable,setup.c,1049,-,+,,4,"			gitdir = to_free = real_pathdup(gitdir, 1);"
repurposed_variable,setup.c,1076,+,+,offset++,3,		offset++;
repurposed_variable,setup.c,1129,+,-,offset++,,
repurposed_variable,setup.c,1740,-,+,,3,		fmt = &repo_fmt;
repurposed_variable,setup.c,2063,-,+,,4,			initial_branch = git_default_branch_name(quiet);
repurposed_variable,setup.c,2252,+,+,format = ref_storage_format_by_name(name),3,		format = ref_storage_format_by_name(name);
repurposed_variable,setup.c,2280,-,+,,3,		git_dir = get_git_dir();
repurposed_variable,setup.c,2285,-,+,,3,		git_dir = get_git_dir();
repurposed_variable,setup.c,2308,+,-,format = ref_storage_format_by_name(name),,
repurposed_variable,sh-i18n--envsubst.c,129,-,+,,10,    if (*string++ == '$')
repurposed_variable,sh-i18n--envsubst.c,137,-,+,,4,	  string++;
repurposed_variable,sh-i18n--envsubst.c,144,-,+,,13,	      c = *++string;
repurposed_variable,sh-i18n--envsubst.c,153,-,+,,7,		    string++;
repurposed_variable,sha1-chunked.c,17,+,-,len -= nr,,
repurposed_variable,sha1.c,198,+,-,len -= left,,
repurposed_variable,sha1.c,207,+,-,len -= 64,,
repurposed_variable,sha1.c,1836,-,+,,3,		buf += fill;
repurposed_variable,sha1.c,1837,+,+,len -= fill,3,		len -= fill;
repurposed_variable,sha1.c,1850,-,+,,3,		buf += 64;
repurposed_variable,sha1.c,1851,+,+,len -= 64,3,		len -= 64;
repurposed_variable,sha1dc_git.c,37,+,+,len -= INT_MAX,3,		len -= INT_MAX;
repurposed_variable,sha256.c,69,-,+,,27,"	for (i = 0; i < 16; i++, buf += sizeof(uint32_t))"
repurposed_variable,sha256.c,164,+,+,len -= left,3,		len -= left;
repurposed_variable,sha256.c,165,-,+,,3,		data = ((const char *)data + left);
repurposed_variable,sha256.c,172,-,+,,3,		data = ((const char *)data + 64);
repurposed_variable,sha256.c,173,+,+,len -= 64,3,		len -= 64;
repurposed_variable,sha256.c,194,-,+,,26,"	for (i = 0; i < 8; i++, digest += sizeof(uint32_t))"
repurposed_variable,shallow.c,125,-,+,,,"define_commit_slab(commit_depth, int *);"
repurposed_variable,shallow.c,508,-,+,,,"define_commit_slab(ref_bitmap, uint32_t *);"
repurposed_variable,shell.c,17,-,+,,16,	if (!arg || !(arg = sq_dequote(arg)) || *arg == '-')
repurposed_variable,shell.c,171,-,+,,3,		argv--;
repurposed_variable,shortlog.c,73,-,+,,4,			oneline++;
repurposed_variable,shortlog.c,80,-,+,,5,				oneline = eob + 1;
repurposed_variable,shortlog.c,83,-,+,,4,			oneline++;
repurposed_variable,shortlog.c,431,+,+,argc = parse_options_end(&ctx),2,	argc = parse_options_end(&ctx);
repurposed_variable,show-branch.c,63,-,+,,3,		list = list->next;
repurposed_variable,show-branch.c,76,-,+,,,"define_commit_slab(commit_name_slab, struct commit_name *);"
repurposed_variable,show-branch.c,134,-,+,,3,		c = p;
repurposed_variable,show-branch.c,251,+,+,extra--,5,				extra--;
repurposed_variable,show-branch.c,351,-,+,,3,"		a = find_digit_prefix(a, &va);"
repurposed_variable,show-branch.c,352,-,+,,3,"		b = find_digit_prefix(b, &vb);"
repurposed_variable,show-branch.c,367,-,+,,4,			a++;
repurposed_variable,show-branch.c,368,-,+,,4,			b++;
repurposed_variable,show-branch.c,622,-,+,,3,"		arg = """";"
repurposed_variable,show-branch.c,702,+,+,ac = default_args.nr,3,		ac = default_args.nr;
repurposed_variable,show-branch.c,703,-,+,,3,		av = default_args.v;
repurposed_variable,show-branch.c,706,+,+,"ac = parse_options(ac, av, prefix, builtin_show_branch_options, show_branch_usage, PARSE_OPT_STOP_AT_NON_OPTION)",2,"	ac = parse_options(ac, av, prefix, builtin_show_branch_options,
			   show_branch_usage, PARSE_OPT_STOP_AT_NON_OPTION);"
repurposed_variable,show-branch.c,752,-,+,,4,			av = fake_av;
repurposed_variable,show-branch.c,753,+,-,ac = 1,,
repurposed_variable,show-branch.c,817,+,+,ac--,10,			ac--; av++;
repurposed_variable,show-index.c,29,+,+,"argc = parse_options(argc, argv, prefix, show_index_options, show_index_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, show_index_options, show_index_usage, 0);"
repurposed_variable,show-ref.c,184,-,+,,3,		refs++;
repurposed_variable,show-ref.c,241,-,+,,9,	ref = *refs++;
repurposed_variable,show-ref.c,321,+,+,"argc = parse_options(argc, argv, prefix, show_ref_options, show_ref_usage, 0)",2,"	argc = parse_options(argc, argv, prefix, show_ref_options,
			     show_ref_usage, 0);"
repurposed_variable,sideband.c,88,-,+,,3,		src++;
repurposed_variable,sideband.c,89,+,+,n--,3,		n--;
repurposed_variable,sideband.c,109,+,+,n -= len,4,			n -= len;
repurposed_variable,sideband.c,110,-,+,,4,			src += len;
repurposed_variable,sideband.c,167,+,+,len--,2,	len--;
repurposed_variable,sideband.c,281,+,+,sz -= n,3,		sz -= n;
repurposed_variable,snprintf.c,40,+,-,maxsize = 128,,
repurposed_variable,snprintf.c,43,+,-,maxsize *= 4,,
repurposed_variable,sparse-checkout.c,64,+,+,"argc = parse_options(argc, argv, prefix, builtin_sparse_checkout_list_options, builtin_sparse_checkout_list_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_sparse_checkout_list_options,
			     builtin_sparse_checkout_list_usage, 0);"
repurposed_variable,sparse-checkout.c,459,+,+,"argc = parse_options(argc, argv, prefix, builtin_sparse_checkout_init_options, builtin_sparse_checkout_init_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_sparse_checkout_init_options,
			     builtin_sparse_checkout_init_usage, 0);"
repurposed_variable,sparse-checkout.c,774,+,+,"argc = parse_options(argc, argv, prefix, builtin_sparse_checkout_add_options, builtin_sparse_checkout_add_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_sparse_checkout_add_options,
			     builtin_sparse_checkout_add_usage, 0);"
repurposed_variable,sparse-checkout.c,820,+,+,"argc = parse_options(argc, argv, prefix, builtin_sparse_checkout_set_options, builtin_sparse_checkout_set_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_sparse_checkout_set_options,
			     builtin_sparse_checkout_set_usage, 0);"
repurposed_variable,sparse-checkout.c,833,-,+,,3,		argv = default_patterns;
repurposed_variable,sparse-checkout.c,834,+,-,argc = default_patterns_nr,,
repurposed_variable,sparse-checkout.c,870,+,+,"argc = parse_options(argc, argv, prefix, builtin_sparse_checkout_reapply_options, builtin_sparse_checkout_reapply_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_sparse_checkout_reapply_options,
			     builtin_sparse_checkout_reapply_usage, 0);"
repurposed_variable,sparse-checkout.c,908,+,+,"argc = parse_options(argc, argv, prefix, builtin_sparse_checkout_disable_options, builtin_sparse_checkout_disable_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_sparse_checkout_disable_options,
			     builtin_sparse_checkout_disable_usage, 0);"
repurposed_variable,sparse-checkout.c,991,+,+,"argc = parse_options(argc, argv, prefix, builtin_sparse_checkout_check_rules_options, builtin_sparse_checkout_check_rules_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_sparse_checkout_check_rules_options,
			     builtin_sparse_checkout_check_rules_usage, 0);"
repurposed_variable,sparse-checkout.c,1031,+,+,"argc = parse_options(argc, argv, prefix, builtin_sparse_checkout_options, builtin_sparse_checkout_usage, 0)",2,"	argc = parse_options(argc, argv, prefix,
			     builtin_sparse_checkout_options,
			     builtin_sparse_checkout_usage, 0);"
repurposed_variable,sparse-index.c,68,+,+,num_converted++,17,		istate->cache[num_converted++] = se;
repurposed_variable,sparse-index.c,88,+,+,num_converted++,18,			istate->cache[num_converted++] = ce;
repurposed_variable,sparse-index.c,101,+,+,num_converted += count,3,		num_converted += count;
repurposed_variable,sparse-index.c,313,-,+,,3,		pl = NULL;
repurposed_variable,sparse-index.c,328,-,+,,4,			pl = NULL;
